"(Intercept)" "RCTRUE" "compatibleTRUE"
"actor_fans" 9.61418488484633 -0.0229135775862365 -1.18312776850943
"agent_fbi" 2.56273133708477 -0.0229135775862365 3.40959488038838
"banker_analyst" 8.0980337245847 -0.0229135775862365 0.431782897708392
"bully_children" 2.59578822751505 -0.0229135775862365 0.782880691854837
"bureaucrat_guard" 5.80525643641165 -0.0229135775862365 -0.849891591163924
"businessman_sponsor" 6.22528420218504 -0.0229135775862365 0.655745265034135
"captain_crew" 3.29499805048853 -0.0229135775862365 0.197284809359488
"carpenter_craftsman" 2.70406953842707 -0.0229135775862365 0.654156440453539
"cousin_bror" 7.03093506656359 -0.0229135775862365 0.167637861027196
"criminal_stranger" 7.50631680768493 -0.0229135775862365 0.0495559479908361
"customer_vendor" 2.96989152528876 -0.0229135775862365 0.193552291907532
"daughter_sister" 8.96129516526194 -0.0229135775862365 -1.26493297995152
"doctor_colleague" 7.28151699232952 -0.0229135775862365 -0.31980097961951
"drinker_thug" 11.464099407557 -0.0229135775862365 -1.38842670805632
"driver_guide" 3.05729617582369 -0.0229135775862365 -1.40022173025924
"fiancé_author" 6.33810895037229 -0.0229135775862365 0.557485277745283
"firefighter_neighbor" 7.83029418620336 -0.0229135775862365 1.00943932483103
"fisherman_gardener" 2.43133763858236 -0.0229135775862365 0.254134612734194
"guest_cousin" 9.77926802768128 -0.0229135775862365 -0.759472866569481
"investor_scientist" 9.49512866075178 -0.0229135775862365 -0.37416906466687
"janitor_organizer" 2.990147323186 -0.0229135775862365 -0.59358562448465
"judge_attorney" 2.83018158604747 -0.0229135775862365 -0.186754646032451
"lifeguard_soldier" 7.05880590414787 -0.0229135775862365 1.27247415183525
"manager_boss" 8.51580034561575 -0.0229135775862365 -0.424861462001708
"medic_survivor" 7.85978243116479 -0.0229135775862365 -0.794615391013786
"musician_far" 6.18079077093872 -0.0229135775862365 -0.680417799420766
"pediatrician_receptionist" 4.8522365415354 -0.0229135775862365 0.698264078845709
"pharmacist_stranger" 10.2968117051811 -0.0229135775862365 0.17496012380271
"plaintiff_jury" 8.09349421177124 -0.0229135775862365 0.0202636135305772
"plumber_apprentice" 3.20314389418256 -0.0229135775862365 -0.701278269528261
"president_farmer" 11.2732593253544 -0.0229135775862365 -1.89340979238213
"psychiatrist_nurse" 8.98001817437514 -0.0229135775862365 -2.91043775341434
"senator_diplomat" 9.54563106346532 -0.0229135775862365 0.813384962183995
"sponsor_musician" 6.36880264086329 -0.0229135775862365 -0.767518198248354
"surgeon_patient" 2.87240599795845 -0.0229135775862365 0.42336936623165
"teacher_principal" 3.45512356304688 -0.0229135775862365 -1.20954579184965
"tenant_foreman" 8.91003564814829 -0.0229135775862365 -0.934349583465643
"thief_detective" 8.09671072376754 -0.0229135775862365 0.909927255348968
"vendor_salesman" 6.32800460275592 -0.0229135775862365 0.214201634365396
"victim_swimmer" 10.2143362994563 -0.0229135775862365 -1.91057921067922
