"(Intercept)" "RCTRUE" "compatibleTRUE"
"actor_fans" 11.0068555241512 -0.224602586206863 -1.2779813678161
"agent_fbi" 2.98388747405722 -0.224602586206863 3.14910780916885
"banker_analyst" 9.80246599619827 -0.224602586206863 0.755292210949936
"bully_children" 2.98555949119689 -0.224602586206863 0.817877640159204
"bureaucrat_guard" 6.82696183982743 -0.224602586206863 -1.4376993598578
"businessman_sponsor" 5.79638503647341 -0.224602586206863 0.416645184430265
"captain_crew" 3.8684228843583 -0.224602586206863 0.174023387665542
"carpenter_craftsman" 3.75804159984613 -0.224602586206863 0.696088674081644
"cousin_bror" 8.93296550321054 -0.224602586206863 -0.588334469062877
"criminal_stranger" 7.51556484192763 -0.224602586206863 0.10699117057211
"customer_vendor" 3.47732456597461 -0.224602586206863 -0.194875081130871
"daughter_sister" 7.94310405273787 -0.224602586206863 -0.332553717582003
"doctor_colleague" 6.79348764483828 -0.224602586206863 -0.00421614146808581
"drinker_thug" 10.7727090461797 -0.224602586206863 -1.34125437079666
"driver_guide" 2.96035311075177 -0.224602586206863 -0.241867483288507
"fiancé_author" 6.82471712342511 -0.224602586206863 0.905884902225909
"firefighter_neighbor" 7.14498994573321 -0.224602586206863 -0.517016368675048
"fisherman_gardener" 2.60615306136935 -0.224602586206863 0.233256692131413
"guest_cousin" 9.44981027461243 -0.224602586206863 -0.0212944116916607
"investor_scientist" 10.5819172246113 -0.224602586206863 -0.457945895978567
"janitor_organizer" 3.00719657193542 -0.224602586206863 -0.161488989835036
"judge_attorney" 3.39894495624967 -0.224602586206863 -0.408069723091565
"lifeguard_soldier" 7.61544051617278 -0.224602586206863 0.854252324394005
"manager_boss" 8.03280179264281 -0.224602586206863 -0.495594494947302
"medic_survivor" 7.91802405572694 -0.224602586206863 -0.933489304121778
"musician_far" 6.25334372069526 -0.224602586206863 -0.297156824878993
"pediatrician_receptionist" 5.06668750534261 -0.224602586206863 1.09795742604843
"pharmacist_stranger" 9.82295489107392 -0.224602586206863 1.26548225149651
"plaintiff_jury" 7.46352407148116 -0.224602586206863 -0.146122723714805
"plumber_apprentice" 4.13519560208403 -0.224602586206863 -0.52920357759782
"president_farmer" 13.0523290277925 -0.224602586206863 -1.36793642072566
"psychiatrist_nurse" 10.2384147325817 -0.224602586206863 -2.87941049786835
"senator_diplomat" 10.3161204522797 -0.224602586206863 1.79269278420278
"sponsor_musician" 6.11718849945964 -0.224602586206863 0.390650725392863
"surgeon_patient" 3.52103264795244 -0.224602586206863 0.237882568676073
"teacher_principal" 3.41250167966571 -0.224602586206863 -0.512061632333201
"tenant_foreman" 9.27477799717207 -0.224602586206863 -0.443974388445218
"thief_detective" 9.71742492740352 -0.224602586206863 0.329236890058004
"vendor_storeowner" 5.99566813492286 -0.224602586206863 0.579804873354574
"victim_swimmer" 11.2420709413995 -0.224602586206863 -3.16721820113428
