"(Intercept)" "RCTRUE" "compatibleTRUE"
"actor_fans" 12.269839594297 -0.100478403879399 0.328986504040198
"agent_fbi" 4.33649284570468 -0.100478403879399 0.261081156560134
"banker_analyst" 13.883171345553 -0.100478403879399 0.776108072640112
"bully_children" 3.21560748219554 -0.100478403879399 1.95147941307872
"bureaucrat_guard" 7.24678078053529 -0.100478403879399 0.159858062073078
"businessman_sponsor" 9.90328342739942 -0.100478403879399 0.913197440278658
"captain_crew" 4.86452907323613 -0.100478403879399 3.46298910378057
"carpenter_craftsman" 2.84980873692171 -0.100478403879399 1.09046842700085
"cousin_brother" 11.5818385834368 -0.100478403879399 -0.577401910418448
"criminal_stranger" 15.0594317926584 -0.100478403879399 -1.19057084090388
"customer_vendor" 4.08436089498159 -0.100478403879399 0.555801793168291
"daughter_sister" 12.8627218540699 -0.100478403879399 -0.537633339791814
"doctor_colleague" 13.7162051745938 -0.100478403879399 -1.58549927189172
"drinker_thug" 20.2355535146855 -0.100478403879399 -6.60635860920047
"driver_guide" 4.9880047996977 -0.100478403879399 -0.0809021609296148
"fiancé_author" 10.0398441407837 -0.100478403879399 2.92033959573861
"firefighter_neighbor" 10.6497658814827 -0.100478403879399 -0.35405408772803
"fisherman_gardener" 4.07840057162562 -0.100478403879399 -0.406034458307969
"guest_cousin" 17.4909068708912 -0.100478403879399 0.143645617284952
"investor_scientist" 15.6892054507804 -0.100478403879399 0.628088780732684
"janitor_organizer" 6.59529506137998 -0.100478403879399 -1.18509736552389
"judge_attorney" 3.11412226029247 -0.100478403879399 3.23988689087973
"lifeguard_soldier" 12.1812379899076 -0.100478403879399 2.29413273832565
"manager_boss" 15.473015548084 -0.100478403879399 -1.34314809288457
"medic_survivor" 13.2090389762656 -0.100478403879399 -1.21574913035395
"musician_father" 5.72751652542063 -0.100478403879399 -0.97367854818514
"pediatrician_receptionist" 7.56706421132019 -0.100478403879399 1.06504610633739
"pharmacist_stranger" 18.8655480756079 -0.100478403879399 1.81157852566049
"plaintiff_jury" 9.12190646591187 -0.100478403879399 0.316852972352538
"plumber_apprentice" 6.32600836545585 -0.100478403879399 -3.00700763504212
"president_farmer" 12.5585600365041 -0.100478403879399 0.647023592179005
"psychiatrist_nurse" 11.0115125196505 -0.100478403879399 1.75355817062204
"senator_diplomat" 15.7435606991694 -0.100478403879399 0.720319188769589
"sponsor_musician" 8.86044855642333 -0.100478403879399 0.378781182876179
"surgeon_patient" 3.54644386282227 -0.100478403879399 0.415429782895676
"teacher_principal" 5.34640229488539 -0.100478403879399 -1.04707570241057
"tenant_foreman" 19.1225969883507 -0.100478403879399 -3.16394723745891
"thief_detective" 15.5559153264686 -0.100478403879399 -1.95021281757051
"vendor_storeowner" 6.31956211239314 -0.100478403879399 0.891861564782716
"victim_swimmer" 20.2792911357641 -0.100478403879399 -1.872109783804
