Noun	Region	Condition	Surprisal	ThatFraction	ID	predictability_weight	deletion_rate	autoencoder	lm
report	V3	u	0	0	102309465	1.0	0.5	709961927	27553360
report	V3	g	0	0	102309465	1.0	0.5	709961927	27553360
report	V2	u	0	0	102309465	1.0	0.5	709961927	27553360
report	V2	g	11.35956597328186	0.8368055555555556	102309465	1.0	0.5	709961927	27553360
report	V1	u	17.31805181503296	0.9166666666666666	102309465	1.0	0.5	709961927	27553360
report	V1	g	19.63688850402832	0.09375	102309465	1.0	0.5	709961927	27553360
report	EOS	u	1.6543591022491455	0.1701388888888889	102309465	1.0	0.5	709961927	27553360
report	EOS	g	1.208112359046936	0.003472222222222222	102309465	1.0	0.5	709961927	27553360
remark	V3	u	0	0	102309465	1.0	0.5	709961927	27553360
remark	V3	g	0	0	102309465	1.0	0.5	709961927	27553360
remark	V2	u	0	0	102309465	1.0	0.5	709961927	27553360
remark	V2	g	12.008913516998291	0.78125	102309465	1.0	0.5	709961927	27553360
remark	V1	u	17.487462520599365	0.9548611111111112	102309465	1.0	0.5	709961927	27553360
remark	V1	g	20.190439224243164	0.03819444444444445	102309465	1.0	0.5	709961927	27553360
remark	EOS	u	2.1269919872283936	0.4548611111111111	102309465	1.0	0.5	709961927	27553360
remark	EOS	g	1.1735866069793701	0.04861111111111111	102309465	1.0	0.5	709961927	27553360
story	V3	u	0	0	102309465	1.0	0.5	709961927	27553360
story	V3	g	0	0	102309465	1.0	0.5	709961927	27553360
story	V2	u	0	0	102309465	1.0	0.5	709961927	27553360
story	V2	g	12.14269769191742	0.9166666666666666	102309465	1.0	0.5	709961927	27553360
story	V1	u	17.48301386833191	0.9166666666666666	102309465	1.0	0.5	709961927	27553360
story	V1	g	20.80833625793457	0.08333333333333333	102309465	1.0	0.5	709961927	27553360
story	EOS	u	1.87646484375	0.2534722222222222	102309465	1.0	0.5	709961927	27553360
story	EOS	g	1.2432116270065308	0.0	102309465	1.0	0.5	709961927	27553360
admission	V3	u	0	0	102309465	1.0	0.5	709961927	27553360
admission	V3	g	0	0	102309465	1.0	0.5	709961927	27553360
admission	V2	u	0	0	102309465	1.0	0.5	709961927	27553360
admission	V2	g	11.963010311126709	1.0	102309465	1.0	0.5	709961927	27553360
admission	V1	u	16.5845068693161	0.75	102309465	1.0	0.5	709961927	27553360
