Noun	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	Script	ID	predictability_weight	deletion_rate	autoencoder	lm
finding	V1_0	SC_compatible	62.19720458984375	62.19720582962036	1.0	1.0	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
finding	V1_0	NoSC_incompatible	20.71553373336792	20.71553373336792	NA	NA	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
finding	V1_0	SC_incompatible	58.35985221862793	58.3598536491394	1.0	1.0	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
finding	V1_0	SCRC_compatible	inf	inf	1.0	0.9999999046325684	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
finding	V1_0	SCRC_incompatible	inf	86.04716606140137	1.0	0.9999999284744263	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
perception	V1_0	SC_compatible	61.9735445022583	61.9735466003418	1.0	1.0	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
perception	V1_0	NoSC_incompatible	21.55744652748108	21.55744652748108	NA	NA	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
perception	V1_0	SC_incompatible	58.314370727539064	58.31437187194824	1.0	1.0	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
perception	V1_0	SCRC_compatible	inf	inf	1.0	0.9999999284744263	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
perception	V1_0	SCRC_incompatible	inf	inf	1.0	0.9999998569488525	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
view	V1_0	SC_compatible	60.55047779083252	60.550479125976565	1.0	1.0	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
view	V1_0	NoSC_incompatible	18.78522458076477	18.785224866867065	NA	NA	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
view	V1_0	SC_incompatible	57.069437408447264	57.06943788528442	1.0	1.0	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
view	V1_0	SCRC_compatible	inf	inf	1.0	0.9999998569488525	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
view	V1_0	SCRC_incompatible	inf	inf	1.0	0.9999997854232788	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
conclusion	V1_0	SC_compatible	63.49143829345703	63.49143981933594	1.0	1.0	script__VN2Stims_3_W_TXL_ZERO	265703750	0.0	0.0	None	None
