Script	ID	predictability_weight	deletion_rate	Word	Distance	AvailableRate
script__QC_3_W_GPT2M	127309482	0.0	0.6	17	belief	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	18	belief	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	19	belief	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	20	belief	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	0	finding	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	1	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	2	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	3	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	4	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	5	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	6	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	7	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	8	finding	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	9	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	10	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	11	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	12	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	13	finding	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	14	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	15	finding	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	16	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	17	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	18	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	19	finding	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	20	finding	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	0	prediction	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	1	prediction	0.99
script__QC_3_W_GPT2M	127309482	0.0	0.6	2	prediction	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	3	prediction	0.99
script__QC_3_W_GPT2M	127309482	0.0	0.6	4	prediction	0.99
script__QC_3_W_GPT2M	127309482	0.0	0.6	5	prediction	0.99
script__QC_3_W_GPT2M	127309482	0.0	0.6	6	prediction	0.98
script__QC_3_W_GPT2M	127309482	0.0	0.6	7	prediction	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	8	prediction	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	9	prediction	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	10	prediction	0.99
script__QC_3_W_GPT2M	127309482	0.0	0.6	11	prediction	0.99
script__QC_3_W_GPT2M	127309482	0.0	0.6	12	prediction	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	13	prediction	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	14	prediction	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	15	prediction	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	16	prediction	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	17	prediction	0.99
script__QC_3_W_GPT2M	127309482	0.0	0.6	18	prediction	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	19	prediction	1.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	20	prediction	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	0	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	1	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	2	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	3	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	4	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	5	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	6	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	7	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	8	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	9	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	10	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	11	of	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	12	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	13	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	14	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	15	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	16	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	17	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	18	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	19	of	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	20	of	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	0	by	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	1	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	2	by	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	3	by	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	4	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	5	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	6	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	7	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	8	by	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	9	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	10	by	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	11	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	12	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	13	by	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	14	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	15	by	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	16	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	17	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	18	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	19	by	0.01
script__QC_3_W_GPT2M	127309482	0.0	0.6	20	by	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	0	about	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	1	about	0.85
script__QC_3_W_GPT2M	127309482	0.0	0.6	2	about	0.86
script__QC_3_W_GPT2M	127309482	0.0	0.6	3	about	0.73
script__QC_3_W_GPT2M	127309482	0.0	0.6	4	about	0.87
script__QC_3_W_GPT2M	127309482	0.0	0.6	5	about	0.86
script__QC_3_W_GPT2M	127309482	0.0	0.6	6	about	0.65
script__QC_3_W_GPT2M	127309482	0.0	0.6	7	about	0.9
script__QC_3_W_GPT2M	127309482	0.0	0.6	8	about	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	9	about	0.85
script__QC_3_W_GPT2M	127309482	0.0	0.6	10	about	0.66
script__QC_3_W_GPT2M	127309482	0.0	0.6	11	about	0.82
script__QC_3_W_GPT2M	127309482	0.0	0.6	12	about	0.9
script__QC_3_W_GPT2M	127309482	0.0	0.6	13	about	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	14	about	0.95
script__QC_3_W_GPT2M	127309482	0.0	0.6	15	about	0.0
script__QC_3_W_GPT2M	127309482	0.0	0.6	16	about	0.95
script__QC_3_W_GPT2M	127309482	0.0	0.6	17	about	0.93
script__QC_3_W_GPT2M	127309482	0.0	0.6	18	about	0.97
script__QC_3_W_GPT2M	127309482	0.0	0.6	19	about	0.94
script__QC_3_W_GPT2M	127309482	0.0	0.6	20	about	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	was	0.01
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	was	0.17
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	was	0.18
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	was	0.02
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	was	0.79
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	was	0.78
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	was	0.1
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	was	0.81
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	was	0.41
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	was	0.64
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	was	0.75
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	was	0.72
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	was	0.93
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	was	0.72
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	was	0.67
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	was	0.97
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	was	0.98
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	was	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	was	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	was	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	was	0.01
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	that	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	that	0.73
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	that	0.93
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	that	0.01
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	that	0.95
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	that	0.94
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	that	0.87
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	that	0.96
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	that	0.94
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	that	0.9
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	that	0.92
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	that	0.96
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	that	0.93
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	that	0.98
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	that	0.98
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	that	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	that	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	that	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	that	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	that	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	that	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	fact	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	fact	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	fact	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	fact	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	fact	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	fact	0.98
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	fact	0.96
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	fact	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	fact	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	fact	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	fact	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	information	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	information	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	information	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	information	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	information	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	information	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	information	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	report	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	report	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	report	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	report	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	report	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	belief	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	belief	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	belief	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	belief	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	belief	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	belief	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	finding	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	finding	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	finding	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	finding	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	finding	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	finding	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	prediction	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	prediction	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	prediction	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	prediction	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	of	0.03
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	of	0.15
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	of	0.37
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	of	0.07
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	of	0.69
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	of	0.25
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	of	0.24
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	of	0.23
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	of	0.3
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	of	0.26
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	of	0.34
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	of	0.31
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	of	0.41
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	of	0.36
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	of	0.46
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	of	0.75
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	of	0.73
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	of	0.96
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	of	0.98
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	of	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	of	0.05
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	by	0.01
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	by	0.83
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	by	0.79
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	by	0.03
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	by	0.94
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	by	0.89
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	by	0.76
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	by	0.79
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	by	0.76
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	by	0.53
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	by	0.87
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	by	0.79
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	by	0.94
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	by	0.91
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	by	0.96
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	by	0.98
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	by	0.96
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	by	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	by	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	by	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	by	0.02
script__QC_3_W_GPT2M	231119193	0.75	0.3	0	about	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	1	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	2	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	3	about	0.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	4	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	5	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	6	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	7	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	8	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	9	about	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	10	about	0.99
script__QC_3_W_GPT2M	231119193	0.75	0.3	11	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	12	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	13	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	14	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	15	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	16	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	17	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	18	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	19	about	1.0
script__QC_3_W_GPT2M	231119193	0.75	0.3	20	about	0.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	0	was	0.03
script__QC_3_W_GPT2L	736237107	1.0	0.45	1	was	0.02
script__QC_3_W_GPT2L	736237107	1.0	0.45	2	was	0.04
script__QC_3_W_GPT2L	736237107	1.0	0.45	3	was	0.01
script__QC_3_W_GPT2L	736237107	1.0	0.45	4	was	0.02
script__QC_3_W_GPT2L	736237107	1.0	0.45	5	was	0.19
script__QC_3_W_GPT2L	736237107	1.0	0.45	6	was	0.74
script__QC_3_W_GPT2L	736237107	1.0	0.45	7	was	0.24
script__QC_3_W_GPT2L	736237107	1.0	0.45	8	was	0.04
script__QC_3_W_GPT2L	736237107	1.0	0.45	9	was	0.63
script__QC_3_W_GPT2L	736237107	1.0	0.45	10	was	0.88
script__QC_3_W_GPT2L	736237107	1.0	0.45	11	was	0.81
script__QC_3_W_GPT2L	736237107	1.0	0.45	12	was	0.94
script__QC_3_W_GPT2L	736237107	1.0	0.45	13	was	0.96
script__QC_3_W_GPT2L	736237107	1.0	0.45	14	was	0.89
script__QC_3_W_GPT2L	736237107	1.0	0.45	15	was	0.98
script__QC_3_W_GPT2L	736237107	1.0	0.45	16	was	0.99
script__QC_3_W_GPT2L	736237107	1.0	0.45	17	was	0.99
script__QC_3_W_GPT2L	736237107	1.0	0.45	18	was	1.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	19	was	1.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	20	was	0.01
script__QC_3_W_GPT2L	736237107	1.0	0.45	0	that	0.01
script__QC_3_W_GPT2L	736237107	1.0	0.45	1	that	0.01
script__QC_3_W_GPT2L	736237107	1.0	0.45	2	that	0.03
script__QC_3_W_GPT2L	736237107	1.0	0.45	3	that	0.01
script__QC_3_W_GPT2L	736237107	1.0	0.45	4	that	0.02
script__QC_3_W_GPT2L	736237107	1.0	0.45	5	that	0.12
script__QC_3_W_GPT2L	736237107	1.0	0.45	6	that	0.85
script__QC_3_W_GPT2L	736237107	1.0	0.45	7	that	0.37
script__QC_3_W_GPT2L	736237107	1.0	0.45	8	that	0.04
script__QC_3_W_GPT2L	736237107	1.0	0.45	9	that	0.81
script__QC_3_W_GPT2L	736237107	1.0	0.45	10	that	0.95
script__QC_3_W_GPT2L	736237107	1.0	0.45	11	that	0.87
script__QC_3_W_GPT2L	736237107	1.0	0.45	12	that	0.95
script__QC_3_W_GPT2L	736237107	1.0	0.45	13	that	0.96
script__QC_3_W_GPT2L	736237107	1.0	0.45	14	that	0.98
script__QC_3_W_GPT2L	736237107	1.0	0.45	15	that	0.99
script__QC_3_W_GPT2L	736237107	1.0	0.45	16	that	1.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	17	that	1.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	18	that	1.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	19	that	1.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	20	that	0.01
script__QC_3_W_GPT2L	736237107	1.0	0.45	0	fact	0.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	1	fact	0.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	2	fact	0.01
script__QC_3_W_GPT2L	736237107	1.0	0.45	3	fact	0.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	4	fact	0.0
script__QC_3_W_GPT2L	736237107	1.0	0.45	5	fact	0.13
script__QC_3_W_GPT2L	736237107	1.0	0.45	6	fact	0.84
script__QC_3_W_GPT2L	736237107	1.0	0.45	7	fact	0.41
script__QC_3_W_GPT2L	736237107	1.0	0.45	8	fact	0.01
script__QC_3_W_GPT2L	736237107	1.0	0.45	9	fact	0.9
script__QC_3_W_GPT2L	736237107	1.0	0.45	10	fact	0.99
