Noun	Region	Condition	Surprisal	ThatFraction	ID	predictability_weight	deletion_rate	autoencoder	lm
fact	V2_0	sing	13.189779281616211	0.0798611111111111	300321542	0.0	0.65	516252642	27553360
fact	V2_1	sing	10.496599197387695	0.0625	300321542	0.0	0.65	516252642	27553360
report	V2_0	plur	7.0311598777771	0.020833333333333332	905594621	0.0	0.5	516252642	27553360
report	V2_1	plur	7.805168151855469	0.06944444444444445	905594621	0.0	0.5	516252642	27553360
report	V2_0	sing	10.941676139831543	0.013888888888888888	905594621	0.0	0.5	516252642	27553360
report	V2_1	sing	8.649580001831055	0.034722222222222224	905594621	0.0	0.5	516252642	27553360
story	V2_0	plur	5.6805219650268555	0.0	905594621	0.0	0.5	516252642	27553360
story	V2_1	plur	7.14907169342041	0.0	905594621	0.0	0.5	516252642	27553360
story	V2_0	sing	11.353129386901855	0.0	905594621	0.0	0.5	516252642	27553360
story	V2_1	sing	7.026348114013672	0.0	905594621	0.0	0.5	516252642	27553360
admission	V2_0	plur	6.107228755950928	0.003472222222222222	905594621	0.0	0.5	516252642	27553360
admission	V2_1	plur	7.003054618835449	0.020833333333333332	905594621	0.0	0.5	516252642	27553360
admission	V2_0	sing	9.61294937133789	0.0	905594621	0.0	0.5	516252642	27553360
admission	V2_1	sing	6.867907524108887	0.003472222222222222	905594621	0.0	0.5	516252642	27553360
complaint	V2_0	plur	7.19537353515625	0.010416666666666666	905594621	0.0	0.5	516252642	27553360
complaint	V2_1	plur	8.456722259521484	0.024305555555555556	905594621	0.0	0.5	516252642	27553360
complaint	V2_0	sing	11.96107006072998	0.010416666666666666	905594621	0.0	0.5	516252642	27553360
complaint	V2_1	sing	8.481061935424805	0.0	905594621	0.0	0.5	516252642	27553360
truth	V2_0	plur	5.368355751037598	0.003472222222222222	905594621	0.0	0.5	516252642	27553360
truth	V2_1	plur	6.468713283538818	0.010416666666666666	905594621	0.0	0.5	516252642	27553360
