Noun	Region	Condition	Surprisal	ThatFraction	ID	predictability_weight	deletion_rate	autoencoder	lm
report	V2_0	of	16.65643310546875	0.08680555555555555	161055217	0.0	0.7	709961927	27553360
story	V2_0	of	17.100364685058594	0.003472222222222222	161055217	0.0	0.7	709961927	27553360
admission	V2_0	of	16.622501373291016	0.006944444444444444	161055217	0.0	0.7	709961927	27553360
complaint	V2_0	of	15.459261894226074	0.0625	161055217	0.0	0.7	709961927	27553360
truth	V2_0	of	15.8511962890625	0.020833333333333332	161055217	0.0	0.7	709961927	27553360
assessment	V2_0	of	15.89692497253418	0.010416666666666666	161055217	0.0	0.7	709961927	27553360
declaration	V2_0	of	16.368497848510742	0.013888888888888888	161055217	0.0	0.7	709961927	27553360
guess	V2_0	of	16.63998031616211	0.027777777777777776	161055217	0.0	0.7	709961927	27553360
disclosure	V2_0	of	16.453201293945312	0.024305555555555556	161055217	0.0	0.7	709961927	27553360
remark	V2_0	of	17.45686912536621	0.13541666666666666	161055217	0.0	0.7	709961927	27553360
confirmation	V2_0	of	15.855422019958496	0.08333333333333333	161055217	0.0	0.7	709961927	27553360
myth	V2_0	of	15.952825546264648	0.25	161055217	0.0	0.7	709961927	27553360
news	V2_0	of	16.79328155517578	0.11458333333333333	161055217	0.0	0.7	709961927	27553360
allegation	V2_0	of	16.219388961791992	0.2986111111111111	161055217	0.0	0.7	709961927	27553360
information	V2_0	of	16.557096481323242	0.10069444444444445	161055217	0.0	0.7	709961927	27553360
evidence	V2_0	of	15.514381408691406	0.1840277777777778	161055217	0.0	0.7	709961927	27553360
prediction	V2_0	of	16.095333099365234	0.1076388888888889	161055217	0.0	0.7	709961927	27553360
finding	V2_0	of	15.164190292358398	0.1388888888888889	161055217	0.0	0.7	709961927	27553360
proof	V2_0	of	16.689420700073242	0.09722222222222222	161055217	0.0	0.7	709961927	27553360
accusation	V2_0	of	15.692520141601562	0.18055555555555555	161055217	0.0	0.7	709961927	27553360
message	V2_0	of	16.064733505249023	0.1284722222222222	161055217	0.0	0.7	709961927	27553360
recognition	V2_0	of	16.224254608154297	0.024305555555555556	161055217	0.0	0.7	709961927	27553360
indication	V2_0	of	16.117637634277344	0.1736111111111111	161055217	0.0	0.7	709961927	27553360
concern	V2_0	of	16.17931365966797	0.1527777777777778	161055217	0.0	0.7	709961927	27553360
reminder	V2_0	of	14.772120475769043	0.22916666666666666	161055217	0.0	0.7	709961927	27553360
announcement	V2_0	of	16.8680419921875	0.12152777777777778	161055217	0.0	0.7	709961927	27553360
rumor	V2_0	of	15.404731750488281	0.3368055555555556	161055217	0.0	0.7	709961927	27553360
statement	V2_0	of	15.949396133422852	0.08680555555555555	161055217	0.0	0.7	709961927	27553360
thought	V2_0	of	16.022340774536133	0.04513888888888889	161055217	0.0	0.7	709961927	27553360
conviction	V2_0	of	16.118026733398438	0.25	161055217	0.0	0.7	709961927	27553360
conjecture	V2_0	of	16.256267547607422	0.24305555555555555	161055217	0.0	0.7	709961927	27553360
feeling	V2_0	of	16.10651397705078	0.1111111111111111	161055217	0.0	0.7	709961927	27553360
idea	V2_0	of	15.949572563171387	0.10416666666666667	161055217	0.0	0.7	709961927	27553360
claim	V2_0	of	15.710604667663574	0.14583333333333334	161055217	0.0	0.7	709961927	27553360
conclusion	V2_0	of	17.756561279296875	0.15625	161055217	0.0	0.7	709961927	27553360
view	V2_0	of	16.15191650390625	0.1875	161055217	0.0	0.7	709961927	27553360
speculation	V2_0	of	16.493799209594727	0.2777777777777778	161055217	0.0	0.7	709961927	27553360
certainty	V2_0	of	15.654475212097168	0.15625	161055217	0.0	0.7	709961927	27553360
suggestion	V2_0	of	16.87629508972168	0.15625	161055217	0.0	0.7	709961927	27553360
perception	V2_0	of	15.412683486938477	0.1527777777777778	161055217	0.0	0.7	709961927	27553360
intuition	V2_0	of	16.89069938659668	0.03819444444444445	161055217	0.0	0.7	709961927	27553360
observation	V2_0	of	15.817564010620117	0.10069444444444445	161055217	0.0	0.7	709961927	27553360
suspicion	V2_0	of	15.870014190673828	0.1701388888888889	161055217	0.0	0.7	709961927	27553360
revelation	V2_0	of	16.61786651611328	0.12152777777777778	161055217	0.0	0.7	709961927	27553360
understanding	V2_0	of	16.355712890625	0.04513888888888889	161055217	0.0	0.7	709961927	27553360
insinuation	V2_0	of	16.7912654876709	0.0	161055217	0.0	0.7	709961927	27553360
notion	V2_0	of	15.517803192138672	0.3819444444444444	161055217	0.0	0.7	709961927	27553360
opinion	V2_0	of	16.791236877441406	0.04861111111111111	161055217	0.0	0.7	709961927	27553360
sense	V2_0	of	15.112920761108398	0.04861111111111111	161055217	0.0	0.7	709961927	27553360
presumption	V2_0	of	14.94658088684082	0.3958333333333333	161055217	0.0	0.7	709961927	27553360
assurance	V2_0	of	15.929315567016602	0.16666666666666666	161055217	0.0	0.7	709961927	27553360
