Noun	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	Script	ID	predictability_weight	deletion_rate	autoencoder	lm
confirmation	V2_0	SC_compatible	11.860426425933838	11.860424995422363	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
confirmation	V1_0	SC_compatible	7.011024745305379	7.011023330688476	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
confirmation	V1_0	NoSC_neither	9.202082587070153	9.20208275904421	NA	NA	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
confirmation	V2_0	SC_incompatible	10.406773396900721	10.406771886916388	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
confirmation	V1_0	SC_incompatible	7.100788536525908	7.1007875714983255	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
confirmation	V2_0	SCRC_compatible	11.124847888946533	11.124846076965332	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
confirmation	V1_0	SCRC_compatible	6.697926104068756	6.697924677530924	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
confirmation	V2_0	SCRC_incompatible	10.126858926954723	10.126856940133232	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
confirmation	V1_0	SCRC_incompatible	7.298191399801345	7.298190343947637	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
declaration	V2_0	SC_compatible	11.66884559392929	11.668844477335613	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
declaration	V1_0	SC_compatible	6.294465744495392	6.294464747111003	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
declaration	V1_0	NoSC_neither	7.008675168772212	7.008675809766426	NA	NA	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
declaration	V2_0	SC_incompatible	10.360843936602274	10.36084238688151	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
declaration	V1_0	SC_incompatible	6.608995641980853	6.6089945293608165	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
declaration	V2_0	SCRC_compatible	10.593476160367329	10.593474578857421	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
declaration	V1_0	SCRC_compatible	6.282053291797638	6.282051849365234	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
declaration	V2_0	SCRC_incompatible	9.6331387928554	9.633137839181083	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
declaration	V1_0	SCRC_incompatible	6.7602667808532715	6.760265713646298	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
insinuation	V2_0	SC_compatible	10.816393506526946	10.81639232635498	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
insinuation	V1_0	SC_compatible	6.605132470528285	6.605130894978841	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
insinuation	V1_0	NoSC_neither	9.041248227729172	9.041248759285349	NA	NA	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
insinuation	V2_0	SC_incompatible	9.023174348331633	9.02317256019229	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
insinuation	V1_0	SC_incompatible	6.818193418639047	6.818192436581566	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
insinuation	V2_0	SCRC_compatible	10.037411546707153	10.037410227457682	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
insinuation	V1_0	SCRC_compatible	7.182217315832774	7.1822157541910805	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
insinuation	V2_0	SCRC_incompatible	8.74441587357294	8.744414374941872	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
insinuation	V1_0	SCRC_incompatible	7.219275985445295	7.219274611700149	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
proof	V2_0	SC_compatible	11.471757471561432	11.471756203969319	1.0	1.0000014305114746	script__VN3Stims_3_W_GPT2L_ZERO	774115659	1.0	0.0	516252642	27553360
