"Noun"	"Region"	"Condition"	"Script"	"ID"	"predictability_weight"	"deletion_rate"	"autoencoder"	"lm"	"Surprisal"	"SurprisalReweighted"	"ThatFraction"	"ThatFractionReweighted"
"44"	"accusation"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	658302287	1	0.45	516252642	935649231	10.2258181818182	8.63195454545455	56	58.3181818181818
"45"	"accusation"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	676847448	0.75	0.3	516252642	935649231	6.2145	6.10990909090909	99.6363636363636	99.1363636363636
"46"	"accusation"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	753850050	0.75	0.4	516252642	935649231	7.48190909090909	6.18868181818182	94.7727272727273	98.2727272727273
"47"	"accusation"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	870373973	0.5	0.45	727001672	935649231	8.846	6.68518181818182	20.8636363636364	78.6818181818182
"48"	"accusation"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	929187034	0.75	0.5	712478284	935649231	6.69127272727273	6.22777272727273	99.3181818181818	98.6363636363636
"49"	"accusation"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	944010237	0.5	0.3	647336050	27553360	6.47445454545455	6.25963636363636	98.4545454545455	98.5
"50"	"accusation"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	960612147	1	0.45	709961927	27553360	6.19745454545455	6.10890909090909	99.7272727272727	99.1818181818182
"51"	"accusation"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	982355323	0.75	0.45	727001672	27553360	9.43218181818182	6.47286363636364	60.8636363636364	75.1363636363636
"52"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	124376432	0.75	0.4	709961927	935649231	7.39390909090909	6.29522727272727	83.3181818181818	83.6818181818182
"53"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	238101445	0.5	0.35	709961927	935649231	6.06386363636364	5.82327272727273	98.7727272727273	98.2727272727273
"54"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	243664416	0.5	0.5	712478284	27553360	9.65313636363636	7.82281818181818	20.0909090909091	29.4090909090909
"55"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	331227478	1	0.55	709961927	935649231	9.81909090909091	8.54677272727273	35.8636363636364	43.4090909090909
"56"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	363538432	0.5	0.45	516252642	935649231	9.6755	7.57336363636364	25.9090909090909	32.0909090909091
"57"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	434949589	0.75	0.5	524811876	27553360	9.56268181818182	7.00186363636364	65.9545454545455	70.2727272727273
"58"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	484405563	0.75	0.45	712478284	27553360	6.30895454545455	5.73890909090909	100	99.5454545454545
"59"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	518698173	0.75	0.4	709961927	935649231	7.15822727272727	5.86695454545455	93.9090909090909	93.5909090909091
"60"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	596827225	0.75	0.5	647336050	935649231	9.10636363636364	7.58604545454545	73.3181818181818	73.9090909090909
"61"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	658302287	1	0.45	516252642	935649231	9.97286363636364	7.9825	68.6818181818182	74.3636363636364
"62"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	676847448	0.75	0.3	516252642	935649231	5.83468181818182	5.75995454545455	98.7727272727273	98.2272727272727
"63"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	753850050	0.75	0.4	516252642	935649231	8.86772727272727	6.15104545454545	92.6818181818182	92.3636363636364
"64"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	870373973	0.5	0.45	727001672	935649231	9.2675	8.046	13.8181818181818	21.2727272727273
"65"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	929187034	0.75	0.5	712478284	935649231	6.48809090909091	5.80890909090909	99.6818181818182	99.0454545454545
"66"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	944010237	0.5	0.3	647336050	27553360	5.97195454545455	5.836	96.8181818181818	96.3636363636364
"67"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	960612147	1	0.45	709961927	27553360	6.66804545454545	6.26672727272727	93.0454545454545	93.1818181818182
"68"	"accusation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	982355323	0.75	0.45	727001672	27553360	8.57836363636364	7.38486363636364	60.7727272727273	64.2272727272727
"69"	"accusation"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	124376432	0.75	0.4	709961927	935649231	7.23781818181818	6.25377272727273	87.5909090909091	90
"70"	"accusation"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	238101445	0.5	0.35	709961927	935649231	6.23940909090909	6.02363636363636	100	99.5909090909091
"71"	"accusation"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	243664416	0.5	0.5	712478284	27553360	9.02545454545455	6.81027272727273	22.0909090909091	52.6818181818182
"72"	"accusation"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	331227478	1	0.55	709961927	935649231	9.25068181818182	8.01668181818182	31.9090909090909	48.9090909090909
"73"	"accusation"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	363538432	0.5	0.45	516252642	935649231	8.98463636363636	6.67477272727273	28.2727272727273	48.6363636363636
