Noun	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	Script	ID	predictability_weight	deletion_rate	autoencoder	lm
perception	V1_0	SC_compatible	7.415941950203716	7.41594043676404	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
perception	V1_0	NoSC_incompatible	9.815959225530209	9.815960013348123	NA	NA	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
perception	V1_0	SC_incompatible	7.423367679982945	7.423366159632586	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
perception	V1_0	SCRC_compatible	7.249123830726181	7.249122287916101	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
perception	V1_0	SCRC_incompatible	7.47988766518192	7.479886594025985	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
remark	V1_0	SC_compatible	6.740604877471924	6.740603350210881	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
remark	V1_0	NoSC_incompatible	5.729298895683842	5.729299628216287	NA	NA	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
remark	V1_0	SC_incompatible	7.062364571336387	7.062363334324049	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
remark	V1_0	SCRC_compatible	6.365430977033532	6.36542931155882	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
remark	V1_0	SCRC_incompatible	6.723155374112337	6.723153929779495	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
disclosure	V1_0	SC_compatible	8.638847534207331	8.638846742934074	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
disclosure	V1_0	NoSC_incompatible	8.416374545166457	8.416375284609588	NA	NA	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
disclosure	V1_0	SC_incompatible	8.269913016885951	8.269911779873613	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
disclosure	V1_0	SCRC_compatible	8.074102678160736	8.074101213095844	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
disclosure	V1_0	SCRC_incompatible	8.216020148733389	8.216018897899684	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
claim	V1_0	SC_compatible	8.249170254969943	8.249169335849043	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
claim	V1_0	NoSC_incompatible	8.235382653664852	8.235383489857549	NA	NA	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
claim	V1_0	SC_incompatible	8.153901342032611	8.15390003591344	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
claim	V1_0	SCRC_compatible	7.783678987751836	7.78367747431216	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
claim	V1_0	SCRC_incompatible	7.965915742127792	7.96591451893682	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
conviction	V1_0	SC_compatible	7.589652768079786	7.58965135657269	1.0	1.0000014305114746	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
conviction	V1_0	NoSC_incompatible	8.921854751697484	8.921855428944463	NA	NA	script__QC_3_W_GPT2XL_ZERO	836262049	0.75	0.0	516252642	27553360
