Noun	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	Script	ID	predictability_weight	deletion_rate	autoencoder	lm
feeling	V1_0	SC_incompatible	9.362990368967472	8.645077719204668	0.5558574901542802	0.7815474710170773	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
feeling	V1_0	SCRC_compatible	10.179341101991957	9.555032885592917	0.8885366369200789	0.8871771272109903	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
feeling	V1_0	SCRC_incompatible	10.315866829692453	9.446914199469745	0.9057467838452347	0.9082013021452703	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
assurance	V1_0	SC_compatible	9.456902068594228	8.827457448710566	0.43161232051426085	0.6656553783062575	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
assurance	V1_0	NoSC_incompatible	9.331182189609693	9.327811738719111	NA	NA	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
assurance	V1_0	SC_incompatible	9.529576280842656	8.794470279113106	0.47171900378189224	0.8000474575421085	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
assurance	V1_0	SCRC_compatible	10.142385365306467	9.538843659387119	0.8585950109729732	0.8541501361026388	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
assurance	V1_0	SCRC_incompatible	10.309488704239113	9.56627637407054	0.8953804391557756	0.8999275502046921	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
idea	V1_0	SC_compatible	9.424376411714416	8.368753523066424	0.5036735115707784	0.6344812668158092	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
idea	V1_0	NoSC_incompatible	7.783936998118525	7.783957699070806	NA	NA	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
idea	V1_0	SC_incompatible	9.095956256424172	8.061770276746888	0.552183979663296	0.7948108640485916	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
idea	V1_0	SCRC_compatible	9.9403173059657	9.265810631323552	0.8843599072509054	0.8852875417451024	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
idea	V1_0	SCRC_incompatible	10.087452701900316	9.23817267452461	0.8876308403045371	0.8926854887842268	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
information	V1_0	SC_compatible	9.600506810174473	8.75823080021402	0.324124396805638	0.37507542488975043	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
information	V1_0	NoSC_incompatible	8.505146586376688	8.499849208887072	NA	NA	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
information	V1_0	SC_incompatible	9.548067859981371	8.5480923825416	0.33745974356281583	0.5061421084919594	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
information	V1_0	SCRC_compatible	10.267905173094377	9.658331311267355	0.8670994419253607	0.8672807434897708	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
information	V1_0	SCRC_incompatible	10.484693395918693	9.66507119026737	0.8976952555062978	0.8987539529435985	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
indication	V1_0	SC_compatible	9.167243964430215	8.189270482547041	0.5032709354291791	0.8602489042973173	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
indication	V1_0	NoSC_incompatible	8.905480232791625	8.902476476586383	NA	NA	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
indication	V1_0	SC_incompatible	9.307774391727172	8.1724538423013	0.5406099097884219	0.9137248016785884	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
indication	V1_0	SCRC_compatible	10.104572869729305	9.465653405673262	0.8922604706300341	0.8901287271114795	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
indication	V1_0	SCRC_incompatible	10.27012735173322	9.472018563229105	0.8950785071575555	0.89890709384412	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
report	V1_0	SC_compatible	10.134542029836904	9.13008821874425	0.3211553951158472	0.3981826025992632	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
report	V1_0	NoSC_incompatible	7.619827249775762	7.6115488591401474	NA	NA	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
report	V1_0	SC_incompatible	10.267687320709229	9.246304287426714	0.3190921903250442	0.42687210767273454	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
report	V1_0	SCRC_compatible	10.358738802481389	9.702443955601126	0.8707729516199966	0.8764570301965527	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
report	V1_0	SCRC_incompatible	10.664574374323307	9.716371653736502	0.8902979118992453	0.8951058006049066	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
sense	V1_0	SC_compatible	9.228603819142217	8.486114408658898	0.4151570066485716	0.6870193269265734	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
sense	V1_0	NoSC_incompatible	10.149908521901006	10.148635491080906	NA	NA	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
sense	V1_0	SC_incompatible	9.477672355762426	8.554437150125919	0.4320148966018704	0.7873238970836004	script__Q_3_W_GPT2M	529665609	1.0	0.55	712478284	27553360
