"Noun"	"RatioSC"	"predictability_weight"	"deletion_rate"	"Surprisal"
"410"	"concern"	-2.71384211565082	0	0.3	4.96268542607625
"411"	"concern"	-2.71384211565082	0	0.4	6.56894762175424
"412"	"concern"	-2.71384211565082	0	0.5	7.06633472442627
"413"	"concern"	-2.71384211565082	0	0.6	8.68593039512634
"414"	"concern"	-2.71384211565082	0	0.7	11.1772946119308
"415"	"concern"	-2.71384211565082	0.25	0.1	2.1502773463726
"416"	"concern"	-2.71384211565082	0.25	0.2	4.80279173851013
"417"	"concern"	-2.71384211565082	0.25	0.3	4.55064602692922
"418"	"concern"	-2.71384211565082	0.25	0.4	5.81204833984375
"419"	"concern"	-2.71384211565082	0.25	0.5	6.45710296630859
"420"	"concern"	-2.71384211565082	0.25	0.6	6.36523270606995
"421"	"concern"	-2.71384211565082	0.25	0.7	8.66792599360148
"422"	"concern"	-2.71384211565082	0.5	0.1	2.91661131381989
"423"	"concern"	-2.71384211565082	0.5	0.2	4.39444530010223
"424"	"concern"	-2.71384211565082	0.5	0.3	5.2426073551178
"425"	"concern"	-2.71384211565082	0.5	0.4	5.74789506196976
"426"	"concern"	-2.71384211565082	0.5	0.5	6.28293204307556
"427"	"concern"	-2.71384211565082	0.5	0.6	7.30794703960419
"428"	"concern"	-2.71384211565082	0.5	0.7	8.04139375686645
"429"	"concern"	-2.71384211565082	0.75	0.1	2.98876301944256
"430"	"concern"	-2.71384211565082	0.75	0.2	2.35219359397888
"431"	"concern"	-2.71384211565082	0.75	0.3	3.78636956214905
"432"	"concern"	-2.71384211565082	0.75	0.4	5.46532731396811
"433"	"concern"	-2.71384211565082	0.75	0.5	5.51699131727219
"434"	"concern"	-2.71384211565082	0.75	0.6	6.28762780129909
"435"	"concern"	-2.71384211565082	0.75	0.7	6.80226838588715
"436"	"concern"	-2.71384211565082	1	0.1	3.59463193416595
"437"	"concern"	-2.71384211565082	1	0.2	3.28733151157697
"438"	"concern"	-2.71384211565082	1	0.3	3.56084436178207
"439"	"concern"	-2.71384211565082	1	0.4	3.58547365665436
"440"	"concern"	-2.71384211565082	1	0.5	3.65072603523731
"441"	"concern"	-2.71384211565082	1	0.6	5.04930034279823
"442"	"concern"	-2.71384211565082	1	0.7	6.41854873725346
"443"	"conclusion"	-1.79454410908679	0	0.2	4.44006037712097
"444"	"conclusion"	-1.79454410908679	0	0.3	4.85996866226196
"445"	"conclusion"	-1.79454410908679	0	0.4	6.0881507737296
"446"	"conclusion"	-1.79454410908679	0	0.5	7.102991938591
"447"	"conclusion"	-1.79454410908679	0	0.6	8.54253711700439
"448"	"conclusion"	-1.79454410908679	0	0.7	11.3513565063476
"449"	"conclusion"	-1.79454410908679	0.25	0.1	2.03862545887629
"450"	"conclusion"	-1.79454410908679	0.25	0.2	4.35165205001831
"451"	"conclusion"	-1.79454410908679	0.25	0.3	4.35340495904287
"452"	"conclusion"	-1.79454410908679	0.25	0.4	5.45249242782593
"453"	"conclusion"	-1.79454410908679	0.25	0.5	6.10389955043793
"454"	"conclusion"	-1.79454410908679	0.25	0.6	5.96462821960449
"455"	"conclusion"	-1.79454410908679	0.25	0.7	8.49015235900879
"456"	"conclusion"	-1.79454410908679	0.5	0.1	2.796123534441
"457"	"conclusion"	-1.79454410908679	0.5	0.2	4.17441415786743
"458"	"conclusion"	-1.79454410908679	0.5	0.3	4.70576395988464
"459"	"conclusion"	-1.79454410908679	0.5	0.4	5.40430480241776
"460"	"conclusion"	-1.79454410908679	0.5	0.5	6.21978199481964
"461"	"conclusion"	-1.79454410908679	0.5	0.6	7.21229124069214
"462"	"conclusion"	-1.79454410908679	0.5	0.7	7.7612771987915
"463"	"conclusion"	-1.79454410908679	0.75	0.1	2.95896178483963
"464"	"conclusion"	-1.79454410908679	0.75	0.2	2.69038397073746
"465"	"conclusion"	-1.79454410908679	0.75	0.3	3.61636786162853
"466"	"conclusion"	-1.79454410908679	0.75	0.4	5.09565545831408
"467"	"conclusion"	-1.79454410908679	0.75	0.5	5.33881752192974
"468"	"conclusion"	-1.79454410908679	0.75	0.6	5.99689666926861
"469"	"conclusion"	-1.79454410908679	0.75	0.7	6.73239934444428
"470"	"conclusion"	-1.79454410908679	1	0.1	3.52140626907349
"471"	"conclusion"	-1.79454410908679	1	0.2	3.01710179448128
"472"	"conclusion"	-1.79454410908679	1	0.3	3.08301340256418
"473"	"conclusion"	-1.79454410908679	1	0.4	4.00814288854599
"474"	"conclusion"	-1.79454410908679	1	0.5	3.44795748591423
"475"	"conclusion"	-1.79454410908679	1	0.6	4.73749867081642
"476"	"conclusion"	-1.79454410908679	1	0.7	6.44487707955497
"477"	"confirmation"	-3.42489106445595	0	0.2	5.00242531299591
"478"	"confirmation"	-3.42489106445595	0	0.3	5.29235696792603
"479"	"confirmation"	-3.42489106445595	0	0.4	6.33202862739563
"480"	"confirmation"	-3.42489106445595	0	0.5	6.94074863195419
"481"	"confirmation"	-3.42489106445595	0	0.6	8.6083731174469
"482"	"confirmation"	-3.42489106445595	0	0.7	11.3315382003784
"483"	"confirmation"	-3.42489106445595	0.25	0.1	2.31079332033793
"484"	"confirmation"	-3.42489106445595	0.25	0.2	4.99463696479797
"485"	"confirmation"	-3.42489106445595	0.25	0.3	4.72229850292206
"486"	"confirmation"	-3.42489106445595	0.25	0.4	5.91444244384766
"487"	"confirmation"	-3.42489106445595	0.25	0.5	6.70177235603332
"488"	"confirmation"	-3.42489106445595	0.25	0.6	6.38997793197631
"489"	"confirmation"	-3.42489106445595	0.25	0.7	8.50321729977926
"490"	"confirmation"	-3.42489106445595	0.5	0.1	3.33292484283447
"491"	"confirmation"	-3.42489106445595	0.5	0.2	4.66902279853821
"492"	"confirmation"	-3.42489106445595	0.5	0.3	5.35315983295441
"493"	"confirmation"	-3.42489106445595	0.5	0.4	5.53749057650566
"494"	"confirmation"	-3.42489106445595	0.5	0.5	6.3610925078392
"495"	"confirmation"	-3.42489106445595	0.5	0.6	7.07012856006622
"496"	"confirmation"	-3.42489106445595	0.5	0.7	7.88726425170898
"497"	"confirmation"	-3.42489106445595	0.75	0.1	3.28858551383018
"498"	"confirmation"	-3.42489106445595	0.75	0.2	2.30142617225647
"499"	"confirmation"	-3.42489106445595	0.75	0.3	4.02763713896275
"500"	"confirmation"	-3.42489106445595	0.75	0.4	5.46836463042668
"501"	"confirmation"	-3.42489106445595	0.75	0.5	5.72335134446621
"502"	"confirmation"	-3.42489106445595	0.75	0.6	6.27646201848984
"503"	"confirmation"	-3.42489106445595	0.75	0.7	6.83396518230438
"504"	"confirmation"	-3.42489106445595	1	0.1	4.00753395557404
"505"	"confirmation"	-3.42489106445595	1	0.2	3.52147011955579
"506"	"confirmation"	-3.42489106445595	1	0.3	3.72086865561349
"507"	"confirmation"	-3.42489106445595	1	0.4	3.69636949896813
"508"	"confirmation"	-3.42489106445595	1	0.5	3.54610632359982
"509"	"confirmation"	-3.42489106445595	1	0.6	4.79772439599037
"510"	"confirmation"	-3.42489106445595	1	0.7	6.35428447382791
"511"	"conjecture"	-2.14338697403746	0	0.2	5.00188457965851
"512"	"conjecture"	-2.14338697403746	0	0.3	5.19970361391703
"513"	"conjecture"	-2.14338697403746	0	0.4	6.38662328038897
"514"	"conjecture"	-2.14338697403746	0	0.5	6.81814662615458
"515"	"conjecture"	-2.14338697403746	0	0.6	8.60253195762634
"516"	"conjecture"	-2.14338697403746	0	0.7	11.4017134904862
"517"	"conjecture"	-2.14338697403746	0.25	0.1	2.31752395629883
"518"	"conjecture"	-2.14338697403746	0.25	0.2	4.79677491188049
"519"	"conjecture"	-2.14338697403746	0.25	0.3	4.46278913815816
"520"	"conjecture"	-2.14338697403746	0.25	0.4	5.63584213256836
"521"	"conjecture"	-2.14338697403746	0.25	0.5	6.59207253456116
"522"	"conjecture"	-2.14338697403746	0.25	0.6	6.44912886619568
"523"	"conjecture"	-2.14338697403746	0.25	0.7	8.50959984461467
"524"	"conjecture"	-2.14338697403746	0.5	0.1	3.13853612542152
"525"	"conjecture"	-2.14338697403746	0.5	0.2	4.25155282020568
"526"	"conjecture"	-2.14338697403746	0.5	0.3	5.04256951808929
"527"	"conjecture"	-2.14338697403746	0.5	0.4	5.45341521501541
"528"	"conjecture"	-2.14338697403746	0.5	0.5	6.26969420909882
"529"	"conjecture"	-2.14338697403746	0.5	0.6	7.19645917415619
"530"	"conjecture"	-2.14338697403746	0.5	0.7	7.8738552570343
"531"	"conjecture"	-2.14338697403746	0.75	0.1	3.29442411661148
"532"	"conjecture"	-2.14338697403746	0.75	0.2	2.54061335325241
"533"	"conjecture"	-2.14338697403746	0.75	0.3	4.02709132432938
"534"	"conjecture"	-2.14338697403746	0.75	0.4	5.47653370244162
"535"	"conjecture"	-2.14338697403746	0.75	0.5	5.53362548351288
"536"	"conjecture"	-2.14338697403746	0.75	0.6	6.18627533316612
"537"	"conjecture"	-2.14338697403746	0.75	0.7	6.7428480386734
"538"	"conjecture"	-2.14338697403746	1	0.1	3.76626125574112
"539"	"conjecture"	-2.14338697403746	1	0.2	3.44310284654299
"540"	"conjecture"	-2.14338697403746	1	0.3	3.46577141114644
"541"	"conjecture"	-2.14338697403746	1	0.4	4.23193508386612
"542"	"conjecture"	-2.14338697403746	1	0.5	3.36403511464596
"543"	"conjecture"	-2.14338697403746	1	0.6	5.03466698527336
"544"	"conjecture"	-2.14338697403746	1	0.7	6.43873066561563
"545"	"contention"	-0.725742658818092	0	0.2	5.08321475982666
"546"	"contention"	-0.725742658818092	0	0.3	5.75757002830505
"547"	"contention"	-0.725742658818092	0	0.4	6.51778670719692
"548"	"contention"	-0.725742658818092	0	0.5	7.01561975479126
"549"	"contention"	-0.725742658818092	0	0.6	8.73144817352295
"550"	"contention"	-0.725742658818092	0	0.7	10.9448951482773
"551"	"contention"	-0.725742658818092	0.25	0.1	2.40146932005882
"552"	"contention"	-0.725742658818092	0.25	0.2	4.88926873207092
"553"	"contention"	-0.725742658818092	0.25	0.3	4.52615876992544
"554"	"contention"	-0.725742658818092	0.25	0.4	5.97631325721741
"555"	"contention"	-0.725742658818092	0.25	0.5	6.38141369819641
"556"	"contention"	-0.725742658818092	0.25	0.6	6.03504753112793
"557"	"contention"	-0.725742658818092	0.25	0.7	8.5913290977478
"558"	"contention"	-0.725742658818092	0.5	0.1	3.34923392534256
"559"	"contention"	-0.725742658818092	0.5	0.2	4.36725306510925
"560"	"contention"	-0.725742658818092	0.5	0.3	5.22644462585449
"561"	"contention"	-0.725742658818092	0.5	0.4	5.50525960326195
"562"	"contention"	-0.725742658818092	0.5	0.5	6.64257228374481
"563"	"contention"	-0.725742658818092	0.5	0.6	7.0525022149086
"564"	"contention"	-0.725742658818092	0.5	0.7	7.79083738327027
"565"	"contention"	-0.725742658818092	0.75	0.1	3.30982366204262
"566"	"contention"	-0.725742658818092	0.75	0.2	2.73415124416351
"567"	"contention"	-0.725742658818092	0.75	0.3	4.09571915864944
"568"	"contention"	-0.725742658818092	0.75	0.4	5.31007189410074
"569"	"contention"	-0.725742658818092	0.75	0.5	5.78644719719887
"570"	"contention"	-0.725742658818092	0.75	0.6	6.18630281090736
"571"	"contention"	-0.725742658818092	0.75	0.7	6.71938192844391
"572"	"contention"	-0.725742658818092	1	0.1	3.88790431022644
"573"	"contention"	-0.725742658818092	1	0.2	3.47128393252691
"574"	"contention"	-0.725742658818092	1	0.3	3.52315281118665
"575"	"contention"	-0.725742658818092	1	0.4	3.86169844865799
"576"	"contention"	-0.725742658818092	1	0.5	3.46042899787426
"577"	"contention"	-0.725742658818092	1	0.6	4.82899476587773
"578"	"contention"	-0.725742658818092	1	0.7	6.16652463163648
"579"	"conviction"	-2.1799365163735	0	0.2	4.61429607868194
"580"	"conviction"	-2.1799365163735	0	0.3	5.21156819661458
"581"	"conviction"	-2.1799365163735	0	0.4	6.51863840648106
"582"	"conviction"	-2.1799365163735	0	0.5	6.61562116940816
"583"	"conviction"	-2.1799365163735	0	0.6	8.65165166854859
"584"	"conviction"	-2.1799365163735	0	0.7	11.0787407159805
"585"	"conviction"	-2.1799365163735	0.25	0.1	2.21181772152583
"586"	"conviction"	-2.1799365163735	0.25	0.2	4.49999306201935
"587"	"conviction"	-2.1799365163735	0.25	0.3	4.15779479344686
"588"	"conviction"	-2.1799365163735	0.25	0.4	5.34682672023773
"589"	"conviction"	-2.1799365163735	0.25	0.5	6.11710920333863
"590"	"conviction"	-2.1799365163735	0.25	0.6	6.42036581039429
"591"	"conviction"	-2.1799365163735	0.25	0.7	8.60594566663106
"592"	"conviction"	-2.1799365163735	0.5	0.1	2.90939825773239
"593"	"conviction"	-2.1799365163735	0.5	0.2	4.12875783443451
"594"	"conviction"	-2.1799365163735	0.5	0.3	4.66466662883759
"595"	"conviction"	-2.1799365163735	0.5	0.4	5.46084028482437
"596"	"conviction"	-2.1799365163735	0.5	0.5	6.56834346055984
"597"	"conviction"	-2.1799365163735	0.5	0.6	6.74705004692078
"598"	"conviction"	-2.1799365163735	0.5	0.7	7.75029244422912
"599"	"conviction"	-2.1799365163735	0.75	0.1	3.15991476178169
"600"	"conviction"	-2.1799365163735	0.75	0.2	2.3262015581131
"601"	"conviction"	-2.1799365163735	0.75	0.3	3.84046663343906
"602"	"conviction"	-2.1799365163735	0.75	0.4	5.05540553161076
"603"	"conviction"	-2.1799365163735	0.75	0.5	5.51380501687527
"604"	"conviction"	-2.1799365163735	0.75	0.6	5.97910928726196
"605"	"conviction"	-2.1799365163735	0.75	0.7	6.83153247833252
"606"	"conviction"	-2.1799365163735	1	0.1	3.63927054405212
"607"	"conviction"	-2.1799365163735	1	0.2	3.23022679487864
"608"	"conviction"	-2.1799365163735	1	0.3	3.37462113584791
"609"	"conviction"	-2.1799365163735	1	0.4	3.9698534309864
"610"	"conviction"	-2.1799365163735	1	0.5	3.43448552489281
"611"	"conviction"	-2.1799365163735	1	0.6	4.90900158882141
"612"	"conviction"	-2.1799365163735	1	0.7	6.39901646545955
"613"	"declaration"	-4.09203304715254	0	0.2	4.98018538951874
"614"	"declaration"	-4.09203304715254	0	0.3	4.93660577138265
"615"	"declaration"	-4.09203304715254	0	0.4	6.45085096359253
"616"	"declaration"	-4.09203304715254	0	0.5	6.55908966064453
"617"	"declaration"	-4.09203304715254	0	0.6	8.73066868782043
"618"	"declaration"	-4.09203304715254	0	0.7	11.4623734951019
"619"	"declaration"	-4.09203304715254	0.25	0.1	2.2960158487161
"620"	"declaration"	-4.09203304715254	0.25	0.2	4.75204591751099
"621"	"declaration"	-4.09203304715254	0.25	0.3	4.33915583292643
"622"	"declaration"	-4.09203304715254	0.25	0.4	5.57072820663452
"623"	"declaration"	-4.09203304715254	0.25	0.5	6.42089123725891
"624"	"declaration"	-4.09203304715254	0.25	0.6	6.48141121864318
"625"	"declaration"	-4.09203304715254	0.25	0.7	8.83726525306702
"626"	"declaration"	-4.09203304715254	0.5	0.1	3.15999159216881
"627"	"declaration"	-4.09203304715254	0.5	0.2	4.3951690196991
"628"	"declaration"	-4.09203304715254	0.5	0.3	5.08107345104218
"629"	"declaration"	-4.09203304715254	0.5	0.4	5.55763009190559
"630"	"declaration"	-4.09203304715254	0.5	0.5	6.15195006132126
"631"	"declaration"	-4.09203304715254	0.5	0.6	7.18594312667847
"632"	"declaration"	-4.09203304715254	0.5	0.7	8.04343786239624
"633"	"declaration"	-4.09203304715254	0.75	0.1	3.27748654782772
"634"	"declaration"	-4.09203304715254	0.75	0.2	2.61695873737335
"635"	"declaration"	-4.09203304715254	0.75	0.3	3.88432660698891
"636"	"declaration"	-4.09203304715254	0.75	0.4	5.43897633893149
"637"	"declaration"	-4.09203304715254	0.75	0.5	5.66834080219269
"638"	"declaration"	-4.09203304715254	0.75	0.6	6.13346321880817
"639"	"declaration"	-4.09203304715254	0.75	0.7	6.88433146476746
"640"	"declaration"	-4.09203304715254	1	0.1	3.90523530244827
"641"	"declaration"	-4.09203304715254	1	0.2	3.45791904131572
"642"	"declaration"	-4.09203304715254	1	0.3	3.57299535615104
"643"	"declaration"	-4.09203304715254	1	0.4	3.7843211889267
"644"	"declaration"	-4.09203304715254	1	0.5	3.46509481966495
"645"	"declaration"	-4.09203304715254	1	0.6	5.07279331982136
"646"	"declaration"	-4.09203304715254	1	0.7	6.42366567679814
"647"	"disclosure"	-3.61018504343382	0	0.2	4.4508393406868
"648"	"disclosure"	-3.61018504343382	0	0.3	5.42225782076518
"649"	"disclosure"	-3.61018504343382	0	0.4	6.46479773521423
"650"	"disclosure"	-3.61018504343382	0	0.5	6.87673997879028
"651"	"disclosure"	-3.61018504343382	0	0.6	8.61881065368652
"652"	"disclosure"	-3.61018504343382	0	0.7	11.4239181280136
"653"	"disclosure"	-3.61018504343382	0.25	0.1	2.39195408423742
"654"	"disclosure"	-3.61018504343382	0.25	0.2	4.32310380935669
"655"	"disclosure"	-3.61018504343382	0.25	0.3	4.61778306961059
"656"	"disclosure"	-3.61018504343382	0.25	0.4	5.66028261184692
"657"	"disclosure"	-3.61018504343382	0.25	0.5	6.7269907951355
"658"	"disclosure"	-3.61018504343382	0.25	0.6	6.37610387802124
"659"	"disclosure"	-3.61018504343382	0.25	0.7	8.64692258834839
"660"	"disclosure"	-3.61018504343382	0.5	0.1	3.18516945838928
"661"	"disclosure"	-3.61018504343382	0.5	0.2	4.31786227226258
"662"	"disclosure"	-3.61018504343382	0.5	0.3	5.05731210708618
"663"	"disclosure"	-3.61018504343382	0.5	0.4	5.53982761502266
"664"	"disclosure"	-3.61018504343382	0.5	0.5	6.26089686155319
"665"	"disclosure"	-3.61018504343382	0.5	0.6	7.00192230939865
"666"	"disclosure"	-3.61018504343382	0.5	0.7	7.98278574943543
"667"	"disclosure"	-3.61018504343382	0.75	0.1	3.25427062809467
"668"	"disclosure"	-3.61018504343382	0.75	0.2	3.11645531654358
"669"	"disclosure"	-3.61018504343382	0.75	0.3	4.12563395500183
"670"	"disclosure"	-3.61018504343382	0.75	0.4	5.64099703516279
"671"	"disclosure"	-3.61018504343382	0.75	0.5	5.75499106943607
"672"	"disclosure"	-3.61018504343382	0.75	0.6	6.27381159365177
"673"	"disclosure"	-3.61018504343382	0.75	0.7	6.93498134613037
"674"	"disclosure"	-3.61018504343382	1	0.1	3.52244431972504
"675"	"disclosure"	-3.61018504343382	1	0.2	3.40769909818967
"676"	"disclosure"	-3.61018504343382	1	0.3	3.47797740357263
"677"	"disclosure"	-3.61018504343382	1	0.4	4.14860075712204
"678"	"disclosure"	-3.61018504343382	1	0.5	3.77523455023766
"679"	"disclosure"	-3.61018504343382	1	0.6	4.93050050735474
"680"	"disclosure"	-3.61018504343382	1	0.7	6.38343875748771
"681"	"evidence"	-3.38012140954415	0	0.2	4.84829878807068
"682"	"evidence"	-3.38012140954415	0	0.3	5.03019007047017
"683"	"evidence"	-3.38012140954415	0	0.4	6.15975710323879
"684"	"evidence"	-3.38012140954415	0	0.5	7.0221900343895
"685"	"evidence"	-3.38012140954415	0	0.6	8.64586148262024
"686"	"evidence"	-3.38012140954415	0	0.7	11.3300523757935
"687"	"evidence"	-3.38012140954415	0.25	0.1	2.17176048954328
"688"	"evidence"	-3.38012140954415	0.25	0.2	4.93328397274017
"689"	"evidence"	-3.38012140954415	0.25	0.3	4.70072003205617
"690"	"evidence"	-3.38012140954415	0.25	0.4	5.81098475456238
"691"	"evidence"	-3.38012140954415	0.25	0.5	6.35275466442108
"692"	"evidence"	-3.38012140954415	0.25	0.6	6.23636651039124
"693"	"evidence"	-3.38012140954415	0.25	0.7	8.6127740542094
"694"	"evidence"	-3.38012140954415	0.5	0.1	3.23792034387589
"695"	"evidence"	-3.38012140954415	0.5	0.2	4.3117196559906
"696"	"evidence"	-3.38012140954415	0.5	0.3	5.53956468105316
"697"	"evidence"	-3.38012140954415	0.5	0.4	5.61390522122383
"698"	"evidence"	-3.38012140954415	0.5	0.5	6.36279535293579
"699"	"evidence"	-3.38012140954415	0.5	0.6	7.16791027784348
"700"	"evidence"	-3.38012140954415	0.5	0.7	7.86448254585266
"701"	"evidence"	-3.38012140954415	0.75	0.1	3.16566906869412
"702"	"evidence"	-3.38012140954415	0.75	0.2	2.94520509243012
"703"	"evidence"	-3.38012140954415	0.75	0.3	3.91892197728157
"704"	"evidence"	-3.38012140954415	0.75	0.4	5.4097494823592
"705"	"evidence"	-3.38012140954415	0.75	0.5	5.57616072893143
"706"	"evidence"	-3.38012140954415	0.75	0.6	5.99069678783417
"707"	"evidence"	-3.38012140954415	0.75	0.7	6.81536984443665
"708"	"evidence"	-3.38012140954415	1	0.1	3.63344402313232
"709"	"evidence"	-3.38012140954415	1	0.2	3.38665927449862
"710"	"evidence"	-3.38012140954415	1	0.3	3.52947833708355
"711"	"evidence"	-3.38012140954415	1	0.4	4.16651472449303
"712"	"evidence"	-3.38012140954415	1	0.5	3.40121206641197
"713"	"evidence"	-3.38012140954415	1	0.6	5.02257333695888
"714"	"evidence"	-3.38012140954415	1	0.7	6.32907976422991
"715"	"fact"	-0.392024759210756	0	0.2	4.3587452173233
"716"	"fact"	-0.392024759210756	0	0.3	4.73834613958995
"717"	"fact"	-0.392024759210756	0	0.4	5.80391253743853
"718"	"fact"	-0.392024759210756	0	0.5	6.44000071287155
"719"	"fact"	-0.392024759210756	0	0.6	8.27084827423096
"720"	"fact"	-0.392024759210756	0	0.7	11.0658289194107
"721"	"fact"	-0.392024759210756	0.25	0.1	2.38196443518003
"722"	"fact"	-0.392024759210756	0.25	0.2	4.27850708961487
"723"	"fact"	-0.392024759210756	0.25	0.3	4.25696082909902
"724"	"fact"	-0.392024759210756	0.25	0.4	5.40177068710327
"725"	"fact"	-0.392024759210756	0.25	0.5	6.3213182926178
"726"	"fact"	-0.392024759210756	0.25	0.6	5.99394559860229
"727"	"fact"	-0.392024759210756	0.25	0.7	8.54285367329916
"728"	"fact"	-0.392024759210756	0.5	0.1	2.99350291490555
"729"	"fact"	-0.392024759210756	0.5	0.2	4.1755063533783
"730"	"fact"	-0.392024759210756	0.5	0.3	4.83654546737671
"731"	"fact"	-0.392024759210756	0.5	0.4	5.15290528535843
"732"	"fact"	-0.392024759210756	0.5	0.5	6.1997897028923
"733"	"fact"	-0.392024759210756	0.5	0.6	6.94111305475235
"734"	"fact"	-0.392024759210756	0.5	0.7	7.92118430137634
"735"	"fact"	-0.392024759210756	0.75	0.1	3.00742045044899
"736"	"fact"	-0.392024759210756	0.75	0.2	2.65146994590759
"737"	"fact"	-0.392024759210756	0.75	0.3	3.4176509976387
"738"	"fact"	-0.392024759210756	0.75	0.4	4.76982200145721
"739"	"fact"	-0.392024759210756	0.75	0.5	5.38256023824215
"740"	"fact"	-0.392024759210756	0.75	0.6	5.93212446570396
"741"	"fact"	-0.392024759210756	0.75	0.7	6.79563558101654
"742"	"fact"	-0.392024759210756	1	0.1	3.40986791849136
"743"	"fact"	-0.392024759210756	1	0.2	2.98433039585749
"744"	"fact"	-0.392024759210756	1	0.3	3.0172068136079
"745"	"fact"	-0.392024759210756	1	0.4	3.6126880645752
"746"	"fact"	-0.392024759210756	1	0.5	3.13682347536087
"747"	"fact"	-0.392024759210756	1	0.6	4.68874628841877
"748"	"fact"	-0.392024759210756	1	0.7	6.30689004489354
"749"	"feeling"	-2.08503848272854	0	0.2	5.1333794593811
"750"	"feeling"	-2.08503848272854	0	0.3	5.32872311274211
"751"	"feeling"	-2.08503848272854	0	0.4	6.2844876561846
"752"	"feeling"	-2.08503848272854	0	0.5	6.86233633756637
"753"	"feeling"	-2.08503848272854	0	0.6	8.42548818588256
"754"	"feeling"	-2.08503848272854	0	0.7	11.1075911521912
"755"	"feeling"	-2.08503848272854	0.25	0.1	2.21614584326744
"756"	"feeling"	-2.08503848272854	0.25	0.2	4.51086218357086
"757"	"feeling"	-2.08503848272854	0.25	0.3	4.55085142453512
"758"	"feeling"	-2.08503848272854	0.25	0.4	5.7091607093811
"759"	"feeling"	-2.08503848272854	0.25	0.5	6.64544172286987
"760"	"feeling"	-2.08503848272854	0.25	0.6	6.23210835456848
"761"	"feeling"	-2.08503848272854	0.25	0.7	8.63158988952637
"762"	"feeling"	-2.08503848272854	0.5	0.1	3.21602979302406
"763"	"feeling"	-2.08503848272854	0.5	0.2	4.29140830039978
"764"	"feeling"	-2.08503848272854	0.5	0.3	4.75247302055359
"765"	"feeling"	-2.08503848272854	0.5	0.4	5.5672817826271
"766"	"feeling"	-2.08503848272854	0.5	0.5	6.18978598713875
"767"	"feeling"	-2.08503848272854	0.5	0.6	7.05060207843781
"768"	"feeling"	-2.08503848272854	0.5	0.7	7.69946885108948
"769"	"feeling"	-2.08503848272854	0.75	0.1	3.17866615951061
"770"	"feeling"	-2.08503848272854	0.75	0.2	2.75961953401566
"771"	"feeling"	-2.08503848272854	0.75	0.3	3.7929760068655
"772"	"feeling"	-2.08503848272854	0.75	0.4	5.31057671138219
"773"	"feeling"	-2.08503848272854	0.75	0.5	5.72023057937622
"774"	"feeling"	-2.08503848272854	0.75	0.6	6.17094613611698
"775"	"feeling"	-2.08503848272854	0.75	0.7	6.78897547721863
"776"	"feeling"	-2.08503848272854	1	0.1	3.47087329626083
"777"	"feeling"	-2.08503848272854	1	0.2	3.4055716196696
"778"	"feeling"	-2.08503848272854	1	0.3	3.47286779539926
"779"	"feeling"	-2.08503848272854	1	0.4	3.78785192966461
"780"	"feeling"	-2.08503848272854	1	0.5	3.65082813799381
"781"	"feeling"	-2.08503848272854	1	0.6	5.02484828233719
"782"	"feeling"	-2.08503848272854	1	0.7	6.29747523580279
"783"	"finding"	-2.87237390864622	0	0.2	4.9366580247879
"784"	"finding"	-2.87237390864622	0	0.3	5.59515245755513
"785"	"finding"	-2.87237390864622	0	0.4	6.55938352857317
"786"	"finding"	-2.87237390864622	0	0.5	7.17166543006897
"787"	"finding"	-2.87237390864622	0	0.6	8.56712422370911
"788"	"finding"	-2.87237390864622	0	0.7	11.1600341796875
"789"	"finding"	-2.87237390864622	0.25	0.1	2.29161922136943
"790"	"finding"	-2.87237390864622	0.25	0.2	4.52247316837311
"791"	"finding"	-2.87237390864622	0.25	0.3	4.76920938491821
"792"	"finding"	-2.87237390864622	0.25	0.4	5.9468165397644
"793"	"finding"	-2.87237390864622	0.25	0.5	6.70159425735474
"794"	"finding"	-2.87237390864622	0.25	0.6	6.56370234489441
"795"	"finding"	-2.87237390864622	0.25	0.7	8.48784311612448
"796"	"finding"	-2.87237390864622	0.5	0.1	2.9591498374939
"797"	"finding"	-2.87237390864622	0.5	0.2	4.32794451713562
"798"	"finding"	-2.87237390864622	0.5	0.3	5.14183354377747
"799"	"finding"	-2.87237390864622	0.5	0.4	5.70387661457062
"800"	"finding"	-2.87237390864622	0.5	0.5	6.36652421951294
"801"	"finding"	-2.87237390864622	0.5	0.6	7.26518046855926
"802"	"finding"	-2.87237390864622	0.5	0.7	8.00708694458008
"803"	"finding"	-2.87237390864622	0.75	0.1	3.27717405557632
"804"	"finding"	-2.87237390864622	0.75	0.2	3.05160391330719
"805"	"finding"	-2.87237390864622	0.75	0.3	4.35150855779648
"806"	"finding"	-2.87237390864622	0.75	0.4	5.46639217649187
"807"	"finding"	-2.87237390864622	0.75	0.5	5.81797611713409
"808"	"finding"	-2.87237390864622	0.75	0.6	6.32695011794567
"809"	"finding"	-2.87237390864622	0.75	0.7	6.9992151260376
"810"	"finding"	-2.87237390864622	1	0.1	3.52015235424042
"811"	"finding"	-2.87237390864622	1	0.2	3.34288819630941
"812"	"finding"	-2.87237390864622	1	0.3	3.65440573011126
"813"	"finding"	-2.87237390864622	1	0.4	4.26859188079834
"814"	"finding"	-2.87237390864622	1	0.5	4.04738122224808
"815"	"finding"	-2.87237390864622	1	0.6	4.98276869952679
"816"	"finding"	-2.87237390864622	1	0.7	6.47307363578251
