"(Intercept)"	"HasRC.C"	"compatible.C"	"True_Minus_False.C"	"HasRC.C:compatible.C"	"HasRC.C:True_Minus_False.C"	"Item"
"o_actor_star"	8.62177403794127	-0.444103773584907	-2.92624592667105	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_actor_star"
"o_bookseller_thief"	10.7602890507709	-0.444103773584907	0.740870634198792	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_bookseller_thief"
"o_bureaucrat_guard"	11.9597652224039	-0.444103773584907	-0.706989317080232	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_bureaucrat_guard"
"o_carpenter_craftsman"	1.61655862403257	-0.444103773584907	0.0588485641113091	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_carpenter_craftsman"
"o_ceo_employee"	2.11141423673332	-0.444103773584907	-0.260099848343442	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_ceo_employee"
"o_child_medic"	13.7242995762411	-0.444103773584907	1.20105498944887	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_child_medic"
"o_clerk_customer"	9.12246298666981	-0.444103773584907	-0.235500862458043	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_clerk_customer"
"o_commander_president"	14.056774207897	-0.444103773584907	0.308067195044317	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_commander_president"
"o_consultant_artist"	10.7613763038554	-0.444103773584907	2.51176603623583	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_consultant_artist"
"o_cousin_bror"	14.6430387379756	-0.444103773584907	-0.407564684158104	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_cousin_bror"
"o_criminal_officer"	2.58390623554511	-0.444103773584907	1.65332261838397	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_criminal_officer"
"o_daughter_sister"	7.37085456230872	-0.444103773584907	0.17940705686105	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_daughter_sister"
"o_driver_tourist"	10.1027180445953	-0.444103773584907	-0.398670008265908	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_driver_tourist"
"o_entrepreneur_philanthropist"	6.22629538680949	-0.444103773584907	1.87755426413313	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_entrepreneur_philanthropist"
"o_extremist_agent"	2.11672910710417	-0.444103773584907	1.05262482825484	0.0225205297601858	0.0666335794366967	-0.0747301518356063	"o_extremist_agent"
