"(Intercept)"	"HasRC.C"	"compatible.C"	"True_Minus_False.C"	"HasRC.C:compatible.C"	"HasRC.C:True_Minus_False.C"	"Item"
"o_actor_star"	8.03579296027313	-0.437559201531312	-2.01787686447771	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_actor_star"
"o_bookseller_thief"	11.5258519884875	-0.437559201531312	2.01124617674214	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_bookseller_thief"
"o_bureaucrat_guard"	13.0795976057335	-0.437559201531312	0.0802441181347641	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_bureaucrat_guard"
"o_carpenter_craftsman"	1.30739386536724	-0.437559201531312	0.332614688907511	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_carpenter_craftsman"
"o_ceo_employee"	3.19532590621457	-0.437559201531312	-3.24916809190782	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_ceo_employee"
"o_child_medic"	13.6790284308384	-0.437559201531312	0.236801580408925	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_child_medic"
"o_clerk_customer"	8.84842702179644	-0.437559201531312	0.602422532004219	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_clerk_customer"
"o_commander_president"	15.4568137557081	-0.437559201531312	-0.17877407301624	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_commander_president"
"o_consultant_artist"	12.5468093035973	-0.437559201531312	2.18693346356627	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_consultant_artist"
"o_cousin_bror"	14.5870117695318	-0.437559201531312	-0.279077914840569	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_cousin_bror"
"o_criminal_officer"	3.48593511430958	-0.437559201531312	-1.21442665460251	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_criminal_officer"
"o_daughter_sister"	7.35153299549377	-0.437559201531312	-0.00771566768715133	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_daughter_sister"
"o_driver_tourist"	9.93881597748046	-0.437559201531312	-2.33780971666444	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_driver_tourist"
"o_entrepreneur_philanthropist"	5.47159826061772	-0.437559201531312	0.95950541190406	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_entrepreneur_philanthropist"
"o_extremist_agent"	1.71254520138993	-0.437559201531312	0.106760404628433	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_extremist_agent"
"o_lifeguard_swimmer"	12.6669059863872	-0.437559201531312	-2.08902412901518	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_lifeguard_swimmer"
"o_mobster_media"	10.3365398199784	-0.437559201531312	0.0199452420488838	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_mobster_media"
"o_musician_far"	11.6169150103526	-0.437559201531312	-0.256109148245147	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_musician_far"
"o_neighbor_woman"	1.14683095180366	-0.437559201531312	0.0845945294779347	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_neighbor_woman"
"o_pharmacist_stranger"	11.7290170786028	-0.437559201531312	-0.145809705014206	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_pharmacist_stranger"
"o_politician_banker"	7.11543355692814	-0.437559201531312	1.96617205152278	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_politician_banker"
"o_preacher_parishioners"	9.37896190899524	-0.437559201531312	1.53461429860672	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_preacher_parishioners"
"o_principal_teacher"	3.02735140155716	-0.437559201531312	-2.70336343618068	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_principal_teacher"
"o_runner_psychiatrist"	1.93479164212061	-0.437559201531312	1.24674397579994	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_runner_psychiatrist"
"o_scientist_mayor"	2.05579103637106	-0.437559201531312	1.15967162632208	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_scientist_mayor"
"o_sculptor_painter"	2.58611250013368	-0.437559201531312	-1.57508739484208	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_sculptor_painter"
"o_senator_diplomat"	8.74373377310912	-0.437559201531312	-4.12131205653302	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_senator_diplomat"
"o_student_bully"	15.7287634870413	-0.437559201531312	0.603783638958878	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_student_bully"
"o_student_professor"	7.55135807130751	-0.437559201531312	-3.14533417054947	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_student_professor"
"o_surgeon_patient"	4.11329685539162	-0.437559201531312	2.31525028913864	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_surgeon_patient"
"o_tenant_foreman"	9.51856300321963	-0.437559201531312	-1.10395941996983	0.0151494204190593	0.0870243368881594	-0.0956636095706699	"o_tenant_foreman"
