"(Intercept)"	"HasRC.C"	"compatible.C"	"True_Minus_False.C"	"HasRC.C:compatible.C"	"HasRC.C:True_Minus_False.C"	"Item"
"o_neighbor_woman"	3.48863226212483	-0.22672012578615	0.885772809974725	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_neighbor_woman"
"o_pharmacist_stranger"	11.4623680832117	-0.22672012578615	1.1024818667595	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_pharmacist_stranger"
"o_politician_banker"	8.73097852592823	-0.22672012578615	-1.1843735868287	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_politician_banker"
"o_preacher_parishioners"	10.9742260098727	-0.22672012578615	-0.350911868844517	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_preacher_parishioners"
"o_principal_teacher"	4.26092117321655	-0.22672012578615	0.440273423535904	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_principal_teacher"
"o_runner_psychiatrist"	2.96546075002345	-0.22672012578615	0.505868881134532	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_runner_psychiatrist"
"o_scientist_mayor"	3.84815513205109	-0.22672012578615	0.625585314243159	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_scientist_mayor"
"o_sculptor_painter"	4.99645878142205	-0.22672012578615	-0.817454235464734	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_sculptor_painter"
"o_senator_diplomat"	8.00332271465981	-0.22672012578615	-1.08938430821528	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_senator_diplomat"
"o_student_bully"	13.5975088184635	-0.22672012578615	1.58864532152926	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_student_bully"
"o_student_professor"	9.06315164497074	-0.22672012578615	-0.250818193494912	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_student_professor"
"o_surgeon_patient"	5.38572709646152	-0.22672012578615	2.6367923942245	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_surgeon_patient"
"o_tenant_foreman"	10.7984846181739	-0.22672012578615	-0.554939578853631	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_tenant_foreman"
"o_trader_businessman"	4.07164371952941	-0.22672012578615	1.11924027256629	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_trader_businessman"
"o_trickster_woman"	15.6858285949411	-0.22672012578615	2.48528337814161	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_trickster_woman"
"o_victim_criminal"	15.4959048381226	-0.22672012578615	-0.805354633323104	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_victim_criminal"
"o_violinist_sponsors"	3.56428504683656	-0.22672012578615	0.0727102244730989	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"o_violinist_sponsors"
"v_actor_fans"	10.8461488078379	-0.22672012578615	-0.384237086731818	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_actor_fans"
"v_agent_fbi"	4.93368165491497	-0.22672012578615	3.49611620822285	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_agent_fbi"
"v_banker_analyst"	10.8808209247258	-0.22672012578615	0.817567057891351	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_banker_analyst"
"v_bully_children"	3.82010070625497	-0.22672012578615	0.045152882144341	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_bully_children"
"v_businessman_sponsor"	7.89603898712215	-0.22672012578615	1.47829122557248	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_businessman_sponsor"
"v_captain_crew"	6.61250848998573	-0.22672012578615	3.17098776031408	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_captain_crew"
"v_criminal_stranger"	8.0457474642295	-0.22672012578615	0.217915497659534	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_criminal_stranger"
"v_customer_vendor"	4.37666648682414	-0.22672012578615	0.0225245023477489	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_customer_vendor"
"v_doctor_colleague"	7.96265671930269	-0.22672012578615	-0.119778682463026	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_doctor_colleague"
"v_driver_guide"	4.53351307661782	-0.22672012578615	-2.65939918224422	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_driver_guide"
"v_fiancé_author"	6.88402761478367	-0.22672012578615	1.12410874900158	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_fiancé_author"
"v_firefighter_neighbor"	10.478295257705	-0.22672012578615	1.31782528266877	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_firefighter_neighbor"
"v_fisherman_gardener"	3.835773398907	-0.22672012578615	-0.133506605396175	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_fisherman_gardener"
"v_guest_cousin"	14.8843193027758	-0.22672012578615	-2.63917138237497	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_guest_cousin"
"v_guest_thug"	11.3566020403786	-0.22672012578615	-2.69179123588396	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_guest_thug"
"v_investor_scientist"	13.7786799106298	-0.22672012578615	-0.124304617487991	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_investor_scientist"
"v_janitor_organizer"	3.93171999763785	-0.22672012578615	0.0138505795382743	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_janitor_organizer"
"v_judge_attorney"	3.31804831618631	-0.22672012578615	0.441969263612684	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_judge_attorney"
"v_lifeguard_soldier"	14.3408314056284	-0.22672012578615	1.75177320689547	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_lifeguard_soldier"
"v_manager_boss"	10.6172692883279	-0.22672012578615	0.197750234604441	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_manager_boss"
"v_medic_survivor"	8.33927911891951	-0.22672012578615	0.20040538690739	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_medic_survivor"
"v_pediatrician_receptionist"	11.6787549493775	-0.22672012578615	0.301725754075225	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_pediatrician_receptionist"
"v_plaintiff_jury"	8.73451157706076	-0.22672012578615	0.403260836776055	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_plaintiff_jury"
"v_plumber_apprentice"	3.58557646691053	-0.22672012578615	-0.100813655513193	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_plumber_apprentice"
"v_president_farmer"	8.95372549506031	-0.22672012578615	-0.404237875993307	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_president_farmer"
"v_psychiatrist_nurse"	11.920248972433	-0.22672012578615	-2.19663207092684	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_psychiatrist_nurse"
"v_senator_diplomat"	11.4062268330565	-0.22672012578615	2.11771702892019	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_senator_diplomat"
"v_sponsor_musician"	11.1864098548137	-0.22672012578615	1.4988273078346	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_sponsor_musician"
"v_teacher_principal"	4.0643071881679	-0.22672012578615	0.0236183729938732	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_teacher_principal"
"v_thief_detective"	11.4006615798831	-0.22672012578615	-1.22960476778622	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_thief_detective"
"v_vendor_salesman"	12.5589154362022	-0.22672012578615	2.04460705352827	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_vendor_salesman"
"v_victim_swimmer"	10.2340090966204	-0.22672012578615	-1.97706205905031	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"v_victim_swimmer"
