0.25	0.55	11.5606991903293	48.100167413479	-0.792919971853904	
0.25	0.5	1.1202434806532	5.79172866903205	-0.191126516846997	
0.25	0.4	35.0352130382902	-6.3956391823538	0.897270460544427	
0.25	0.35	31.7243945987615	-14.3727460158058	0.854956739466887	
1	0.5	42.1439835299058	-22.9323609546199	2.19471207156727	
1	0.45	43.1068785334213	-22.7527018976527	2.21384021458601	
1	0.4	41.6250274651935	-22.7496720148539	2.07146987612067	
1	0.75	41.3252845241946	-23.6894915096058	2.31211352470319	
1	0.8	31.9292143784055	28.068289925031	2.27063325450137	
1	0.9	4.78990522784154	18.2771146828377	-0.392033393646154	
0.45	709961927	28.9183215523868	2.6965678281417	0.350822647228879	
0.45	647336050	32.0855214648418	-10.6594083976481	0.153928592420259	
0.75	0.55	42.1396775347763	-21.8912278278294	1.88168748388441	
0.75	0.5	22.0876106741237	-12.1308390892748	1.74206175223829	
0.75	0.45	20.867622621775	-4.94449714141255	0.0692646943477633	
0.75	0.4	40.7261655336925	-19.7462810033378	1.90529209926829	
0.75	0.35	12.3024598100411	-7.47088229669152	0.987160458298324	
0.75	0.6	34.9466488751419	-10.0506276818147	0.534405440591432	
0	0.55	17.524602868776	20.4115073587006	-0.776611578677406	
0	0.5	13.5068829161394	42.5514853515998	-0.0390893694506395	
0	0.45	24.4519110040625	12.754611354617	-0.243569053796535	
0	0.4	40.6283110719849	-0.123204737942627	2.25897971804746	
0	0.35	40.9456187240542	-10.4102605116047	1.89304170235671	
0	0.6	9.47762556514337	23.9672006485374	-1.09369837844266	
0	0.9	0.602639818332778	8.83860987371214	0.203956834191385	
0.5	0.55	27.9216502859707	12.5785829465864	0.881994880627199	
0.5	0.5	37.5698247046257	-7.13067834788404	2.33372472441146	
0.5	0.35	42.1591797102133	-20.6783450295712	1.90136100967387	
0.5	0.75	7.24068253503258	53.3101288664039	-1.65622443490463	
0.5	0.65	27.3647270969272	24.658529591337	2.50778627657448	
0.5	0.6	24.6335852699566	22.7429237194597	0.0297339589228207	
0.5	0.85	18.958138601103	66.1923453248754	-0.610879076270471	
0.5	0.7	14.7622814020047	16.0399332814085	0.166767856097915	
0.35	709961927	42.0061417164219	-21.0513369192074	1.9723988466941	
0.25	0.55	11.5606991903293	48.100167413479	-0.792919971853904	-16.4744165376176	0.785704951020567	0.508099414996616	
0.25	0.5	1.1202434806532	5.79172866903205	-0.191126516846997	-3.2426759907124	-1.11058334386235	-2.13690593313829	
0.25	0.4	35.0352130382902	-6.3956391823538	0.897270460544427	-10.2383710232494	-0.70867352356935	-4.84971506885528	
0.25	0.35	31.7243945987615	-14.3727460158058	0.854956739466887	-2.92330219272358	-0.43082755988285	-1.99259881560361	
1	0.5	42.1439835299058	-22.9323609546199	2.19471207156727	-3.8721952172345	-1.27632293581152	-3.30932377196974	
1	0.45	43.1068785334213	-22.7527018976527	2.21384021458601	-2.94804737227326	-1.43752308131002	-2.92306055629692	
1	0.4	41.6250274651935	-22.7496720148539	2.07146987612067	-4.53428015082115	-1.25365990659677	-3.69087758402869	
1	0.75	41.3252845241946	-23.6894915096058	2.31211352470319	-4.97891976567332	-1.02483498218368	-3.92494035121387	
1	0.8	31.9292143784055	28.068289925031	2.27063325450137	-14.9313928221565	-0.789269683942396	-4.01062717886786	
1	0.9	4.78990522784154	18.2771146828377	-0.392033393646154	-6.39532798363742	0.222467745925797	-0.251847398921877	
0.45	709961927	28.9183215523868	2.6965678281417	0.350822647228879	-8.76758749367582	0.133555215711316	-2.38840535693524	
0.45	647336050	32.0855214648418	-10.6594083976481	0.153928592420259	-14.5861710465524	-0.115823459561707	-7.70736501362373	
0.75	0.55	42.1396775347763	-21.8912278278294	1.88168748388441	-3.59111490275833	-1.38158204766471	-2.94010990780271	
0.75	0.5	22.0876106741237	-12.1308390892748	1.74206175223829	-5.09279082774287	-0.982517115063148	-2.95735678479478	
0.75	0.45	20.867622621775	-4.94449714141255	0.0692646943477633	-6.55285863632363	-0.450014689284473	-0.922455474297899	
0.75	0.4	40.7261655336925	-19.7462810033378	1.90529209926829	-5.22368668699204	-1.2417417976326	-3.21836260555854	
0.75	0.35	12.3024598100411	-7.47088229669152	0.987160458298324	-0.894247156311221	-0.406622049546176	-1.18967208727334	
0.75	0.6	34.9466488751419	-10.0506276818147	0.534405440591432	-11.8551743526961	-0.657696902922346	-6.31099203165203	
0	0.55	17.524602868776	20.4115073587006	-0.776611578677406	-24.2725634585396	-0.466885704582989	-0.778914138757685	
0	0.5	13.5068829161394	42.5514853515998	-0.0390893694506395	-17.2418783424402	0.488332767572216	1.92929917171313	
0	0.45	24.4519110040625	12.754611354617	-0.243569053796535	-12.8734980927482	0.48300639248595	-2.49915747026382	
0	0.4	40.6283110719849	-0.123204737942627	2.25897971804746	-10.044549000347	-1.05583857353933	-4.60286436470434	
0	0.35	40.9456187240542	-10.4102605116047	1.89304170235671	-6.83998055810121	-1.12428242940798	-4.24428914084948	
0	0.6	9.47762556514337	23.9672006485374	-1.09369837844266	-16.1252161109224	-1.48868199795742	0.562410040194187	
0	0.9	0.602639818332778	8.83860987371214	0.203956834191385	0.982797583027827	-0.110545402262701	-0.127675059438271	
0.5	0.55	27.9216502859707	12.5785829465864	0.881994880627199	-18.5497314789322	-0.830500497022919	-5.21905517845001	
0.5	0.5	37.5698247046257	-7.13067834788404	2.33372472441146	-9.22271308956733	-0.939956509540615	-4.04826930821571	
0.5	0.35	42.1591797102133	-20.6783450295712	1.90136100967387	-3.58850792019938	-1.29700147024893	-2.87537716095583	
0.5	0.75	7.24068253503258	53.3101288664039	-1.65622443490463	-22.8204476426119	0.595966292057801	-1.7060118971311	
0.5	0.65	27.3647270969272	24.658529591337	2.50778627657448	-20.845369457721	-1.14346711105393	-3.51363593668512	
0.5	0.6	24.6335852699566	22.7429237194597	0.0297339589228207	-19.745789263956	-1.20927696151206	-5.65662146844548	
0.5	0.85	18.958138601103	66.1923453248754	-0.610879076270471	-28.8953818558869	-0.107362568663415	-0.200106747914043	
0.5	0.7	14.7622814020047	16.0399332814085	0.166767856097915	-12.0901321647939	0.60981252072552	-2.35463549033466	
0.35	709961927	42.0061417164219	-21.0513369192074	1.9723988466941	-3.59953678784726	-1.36774196598145	-2.72937818096644	
