ID	DeletionRate	Autoencoder	NoiseLM	PlainLM	PredWeight	Noun	Continuation	Subj	NotSubj	That	NoThat
112045785	0.55	709961927	964163553	935649231	0.75	report	the principal	41	32	73	0
112045785	0.55	709961927	964163553	935649231	0.75	report	the sculptor	24	35	59	12
112045785	0.55	709961927	964163553	935649231	0.75	report	the consultant	40	31	47	24
112045785	0.55	709961927	964163553	935649231	0.75	report	the runner	36	35	47	24
112045785	0.55	709961927	964163553	935649231	0.75	report	the child	37	34	71	0
112045785	0.55	709961927	964163553	935649231	0.75	report	the criminal	29	42	71	0
112045785	0.55	709961927	964163553	935649231	0.75	report	the student	39	32	59	12
112045785	0.55	709961927	964163553	935649231	0.75	report	the mobster	29	42	59	12
112045785	0.55	709961927	964163553	935649231	0.75	report	the actor	39	32	46	25
112045785	0.55	709961927	964163553	935649231	0.75	report	the preacher	41	30	61	10
112045785	0.55	709961927	964163553	935649231	0.75	report	the violinist	41	30	58	13
112045785	0.55	709961927	964163553	935649231	0.75	report	the senator	46	25	49	22
112045785	0.55	709961927	964163553	935649231	0.75	report	the commander	17	54	71	0
112045785	0.55	709961927	964163553	935649231	0.75	report	the victims	36	35	70	1
112045785	0.55	709961927	964163553	935649231	0.75	report	the politician	35	36	37	34
112045785	0.55	709961927	964163553	935649231	0.75	report	the surgeon	16	44	70	1
112045785	0.55	709961927	964163553	935649231	0.75	report	the extremist	42	29	25	46
112045785	0.55	709961927	964163553	935649231	0.75	report	the clerk	25	46	46	25
112045785	0.55	709961927	964163553	935649231	0.75	report	the trader	26	45	49	22
112045785	0.55	709961927	964163553	935649231	0.75	report	the CEO	50	9	59	12
112045785	0.55	709961927	964163553	935649231	0.75	remark	the principal	31	40	35	36
112045785	0.55	709961927	964163553	935649231	0.75	remark	the sculptor	54	17	59	12
112045785	0.55	709961927	964163553	935649231	0.75	remark	the consultant	39	32	58	13
112045785	0.55	709961927	964163553	935649231	0.75	remark	the runner	42	29	37	34
112045785	0.55	709961927	964163553	935649231	0.75	remark	the child	44	27	71	0
112045785	0.55	709961927	964163553	935649231	0.75	remark	the criminal	52	19	70	1
112045785	0.55	709961927	964163553	935649231	0.75	remark	the student	37	34	61	10
112045785	0.55	709961927	964163553	935649231	0.75	remark	the mobster	48	23	47	24
112045785	0.55	709961927	964163553	935649231	0.75	remark	the actor	39	32	59	12
112045785	0.55	709961927	964163553	935649231	0.75	remark	the preacher	33	38	71	0
112045785	0.55	709961927	964163553	935649231	0.75	remark	the violinist	53	18	59	12
112045785	0.55	709961927	964163553	935649231	0.75	remark	the senator	50	21	59	12
112045785	0.55	709961927	964163553	935649231	0.75	remark	the commander	51	19	58	13
112045785	0.55	709961927	964163553	935649231	0.75	remark	the victims	24	37	49	22
112045785	0.55	709961927	964163553	935649231	0.75	remark	the politician	37	23	47	24
112045785	0.55	709961927	964163553	935649231	0.75	remark	the surgeon	34	37	47	24
112045785	0.55	709961927	964163553	935649231	0.75	remark	the extremist	24	47	59	12
112045785	0.55	709961927	964163553	935649231	0.75	remark	the clerk	31	40	47	24
112045785	0.55	709961927	964163553	935649231	0.75	remark	the trader	29	42	47	24
112045785	0.55	709961927	964163553	935649231	0.75	remark	the CEO	29	42	71	0
112045785	0.55	709961927	964163553	935649231	0.75	story	the principal	34	37	71	0
112045785	0.55	709961927	964163553	935649231	0.75	story	the sculptor	53	18	71	0
112045785	0.55	709961927	964163553	935649231	0.75	story	the consultant	49	22	46	25
112045785	0.55	709961927	964163553	935649231	0.75	story	the runner	60	11	48	23
112045785	0.55	709961927	964163553	935649231	0.75	story	the child	48	23	49	22
112045785	0.55	709961927	964163553	935649231	0.75	story	the criminal	41	30	71	0
112045785	0.55	709961927	964163553	935649231	0.75	story	the student	52	19	70	1
112045785	0.55	709961927	964163553	935649231	0.75	story	the mobster	44	27	49	22
112045785	0.55	709961927	964163553	935649231	0.75	story	the actor	53	18	59	12
112045785	0.55	709961927	964163553	935649231	0.75	story	the preacher	49	22	58	13
112045785	0.55	709961927	964163553	935649231	0.75	story	the violinist	56	15	49	22
112045785	0.55	709961927	964163553	935649231	0.75	story	the senator	46	25	70	1
112045785	0.55	709961927	964163553	935649231	0.75	story	the commander	48	23	25	46
112045785	0.55	709961927	964163553	935649231	0.75	story	the victims	56	15	34	37
112045785	0.55	709961927	964163553	935649231	0.75	story	the politician	53	18	61	10
112045785	0.55	709961927	964163553	935649231	0.75	story	the surgeon	54	17	59	12
112045785	0.55	709961927	964163553	935649231	0.75	story	the extremist	49	22	59	12
112045785	0.55	709961927	964163553	935649231	0.75	story	the clerk	36	35	47	24
112045785	0.55	709961927	964163553	935649231	0.75	story	the trader	35	36	47	24
112045785	0.55	709961927	964163553	935649231	0.75	story	the CEO	62	9	59	12
112045785	0.55	709961927	964163553	935649231	0.75	admission	the principal	41	6	70	1
112045785	0.55	709961927	964163553	935649231	0.75	admission	the sculptor	54	5	49	22
112045785	0.55	709961927	964163553	935649231	0.75	admission	the consultant	46	10	23	48
112045785	0.55	709961927	964163553	935649231	0.75	admission	the runner	56	15	59	12
112045785	0.55	709961927	964163553	935649231	0.75	admission	the child	43	15	71	0
112045785	0.55	709961927	964163553	935649231	0.75	admission	the criminal	38	10	71	0
112045785	0.55	709961927	964163553	935649231	0.75	admission	the student	64	7	34	37
112045785	0.55	709961927	964163553	935649231	0.75	admission	the mobster	50	9	49	22
112045785	0.55	709961927	964163553	935649231	0.75	admission	the actor	48	10	71	0
112045785	0.55	709961927	964163553	935649231	0.75	admission	the preacher	49	12	46	25
112045785	0.55	709961927	964163553	935649231	0.75	admission	the violinist	55	16	60	11
112045785	0.55	709961927	964163553	935649231	0.75	admission	the senator	51	8	60	11
112045785	0.55	709961927	964163553	935649231	0.75	admission	the commander	59	12	61	10
112045785	0.55	709961927	964163553	935649231	0.75	admission	the victims	44	14	71	0
112045785	0.55	709961927	964163553	935649231	0.75	admission	the politician	39	20	59	12
112045785	0.55	709961927	964163553	935649231	0.75	admission	the surgeon	35	12	58	13
112045785	0.55	709961927	964163553	935649231	0.75	admission	the extremist	35	13	49	22
112045785	0.55	709961927	964163553	935649231	0.75	admission	the clerk	54	17	71	0
112045785	0.55	709961927	964163553	935649231	0.75	admission	the trader	55	16	71	0
112045785	0.55	709961927	964163553	935649231	0.75	admission	the CEO	68	3	35	36
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the principal	61	10	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the sculptor	63	8	70	1
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the consultant	64	7	49	22
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the runner	61	10	59	12
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the child	68	3	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the criminal	61	10	47	24
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the student	64	7	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the mobster	65	6	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the actor	56	15	59	12
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the preacher	63	8	59	12
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the violinist	62	9	59	12
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the senator	63	8	58	13
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the commander	61	10	37	34
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the victims	64	7	59	12
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the politician	67	4	59	12
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the surgeon	61	10	35	36
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the extremist	65	6	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the clerk	59	12	59	12
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the trader	59	12	46	25
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the CEO	56	15	37	34
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the principal	59	12	70	1
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the sculptor	56	15	61	10
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the consultant	63	8	47	24
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the runner	58	13	47	24
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the child	57	14	59	12
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the criminal	63	8	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the student	59	12	58	13
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the mobster	54	5	25	46
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the actor	52	19	59	12
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the preacher	59	12	35	36
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the violinist	60	11	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the senator	58	13	47	24
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the commander	61	10	59	12
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the victims	43	28	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the politician	59	12	46	25
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the surgeon	61	10	61	10
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the extremist	55	16	59	12
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the clerk	29	19	59	12
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the trader	58	13	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the CEO	61	10	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the principal	47	24	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the sculptor	50	21	70	1
112045785	0.55	709961927	964163553	935649231	0.75	news	the consultant	50	11	25	46
112045785	0.55	709961927	964163553	935649231	0.75	news	the runner	49	22	47	24
112045785	0.55	709961927	964163553	935649231	0.75	news	the child	53	18	47	24
112045785	0.55	709961927	964163553	935649231	0.75	news	the criminal	62	9	46	25
112045785	0.55	709961927	964163553	935649231	0.75	news	the student	48	23	61	10
112045785	0.55	709961927	964163553	935649231	0.75	news	the mobster	47	12	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the actor	35	26	58	13
112045785	0.55	709961927	964163553	935649231	0.75	news	the preacher	45	26	49	22
112045785	0.55	709961927	964163553	935649231	0.75	news	the violinist	47	12	59	12
112045785	0.55	709961927	964163553	935649231	0.75	news	the senator	37	22	59	12
