ID	DeletionRate	Autoencoder	NoiseLM	PlainLM	PredWeight	Noun	Continuation	Subj	NotSubj	That	NoThat
112045785	0.55	709961927	964163553	935649231	0.75	admission	the trader	15	54	71	0
112045785	0.55	709961927	964163553	935649231	0.75	admission	the CEO	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the principal	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the sculptor	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the consultant	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the runner	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the child	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the criminal	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the student	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the mobster	15	54	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the actor	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the preacher	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the violinist	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the senator	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the commander	2	69	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the victims	2	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the politician	15	56	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the surgeon	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the extremist	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the clerk	9	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the trader	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	complaint	the CEO	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the principal	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the sculptor	10	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the consultant	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the runner	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the child	10	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the criminal	11	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the student	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the mobster	3	68	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the actor	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the preacher	8	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the violinist	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the senator	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the commander	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the victims	2	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the politician	12	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the surgeon	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the extremist	7	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the clerk	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the trader	15	56	71	0
112045785	0.55	709961927	964163553	935649231	0.75	declaration	the CEO	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the principal	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the sculptor	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the consultant	9	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the runner	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the child	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the criminal	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the student	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the mobster	16	55	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the actor	9	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the preacher	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the violinist	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the senator	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the commander	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the victims	1	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the politician	14	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the surgeon	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the extremist	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the clerk	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the trader	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	news	the CEO	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the principal	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the sculptor	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the consultant	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the runner	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the child	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the criminal	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the student	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the mobster	6	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the actor	4	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the preacher	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the violinist	6	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the senator	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the commander	9	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the victims	1	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the politician	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the surgeon	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the extremist	6	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the clerk	14	55	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the trader	8	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	confirmation	the CEO	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the principal	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the sculptor	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the consultant	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the runner	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the child	12	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the criminal	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the student	9	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the mobster	13	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the actor	13	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the preacher	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the violinist	6	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the senator	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the commander	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the victims	3	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the politician	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the surgeon	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the extremist	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the clerk	11	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the trader	14	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	announcement	the CEO	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the principal	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the sculptor	17	54	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the consultant	5	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the runner	4	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the child	15	56	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the criminal	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the student	14	56	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the mobster	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the actor	9	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the preacher	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the violinist	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the senator	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the commander	2	69	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the victims	3	53	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the politician	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the surgeon	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the extremist	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the clerk	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the trader	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	concern	the CEO	5	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the principal	6	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the sculptor	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the consultant	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the runner	3	68	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the child	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the criminal	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the student	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the mobster	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the actor	2	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the preacher	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the violinist	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the senator	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the commander	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the victims	0	70	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the politician	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the surgeon	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the extremist	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the clerk	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the trader	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	finding	the CEO	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the principal	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the sculptor	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the consultant	9	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the runner	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the child	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the criminal	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the student	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the mobster	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the actor	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the preacher	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the violinist	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the senator	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the commander	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the victims	4	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the politician	15	56	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the surgeon	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the extremist	5	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the clerk	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the trader	9	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	myth	the CEO	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the principal	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the sculptor	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the consultant	8	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the runner	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the child	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the criminal	17	54	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the student	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the mobster	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the actor	6	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the preacher	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the violinist	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the senator	17	54	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the commander	14	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the victims	4	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the politician	14	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the surgeon	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the extremist	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the clerk	7	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the trader	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	prediction	the CEO	2	68	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the principal	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the sculptor	18	53	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the consultant	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the runner	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the child	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the criminal	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the student	16	55	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the mobster	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the actor	10	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the preacher	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the violinist	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the senator	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the commander	11	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the victims	1	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the politician	7	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the surgeon	9	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the extremist	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the clerk	17	54	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the trader	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	information	the CEO	3	68	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the principal	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the sculptor	19	52	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the consultant	20	51	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the runner	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the child	16	55	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the criminal	14	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the student	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the mobster	28	43	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the actor	9	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the preacher	13	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the violinist	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the senator	15	56	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the commander	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the victims	0	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the politician	9	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the surgeon	18	53	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the extremist	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the clerk	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the trader	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	allegation	the CEO	7	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the principal	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the sculptor	5	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the consultant	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the runner	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the child	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the criminal	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the student	13	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the mobster	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the actor	9	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the preacher	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the violinist	13	58	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the senator	19	52	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the commander	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the victims	2	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the politician	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the surgeon	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the extremist	17	54	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the clerk	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the trader	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	evidence	the CEO	11	60	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the principal	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the sculptor	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the consultant	9	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the runner	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the child	8	62	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the criminal	14	56	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the student	13	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the mobster	5	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the actor	5	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the preacher	8	63	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the violinist	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the senator	12	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the commander	6	65	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the victims	2	59	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the politician	9	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the surgeon	14	56	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the extremist	14	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the clerk	4	67	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the trader	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	conclusion	the CEO	7	64	71	0
112045785	0.55	709961927	964163553	935649231	0.75	opinion	the principal	3	68	71	0
112045785	0.55	709961927	964163553	935649231	0.75	opinion	the sculptor	15	55	71	0
112045785	0.55	709961927	964163553	935649231	0.75	opinion	the consultant	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	opinion	the runner	3	68	71	0
112045785	0.55	709961927	964163553	935649231	0.75	opinion	the child	10	61	71	0
112045785	0.55	709961927	964163553	935649231	0.75	opinion	the criminal	14	57	71	0
112045785	0.55	709961927	964163553	935649231	0.75	opinion	the student	5	66	71	0
112045785	0.55	709961927	964163553	935649231	0.75	opinion	the mobster	9	62	71	0
