ID	DeletionRate	Autoencoder	NoiseLM	PlainLM	PredWeight	Noun	Continuation	That	NoThat
130227302	0.5	516252642	964163553	27553360	1.0	story	the politician	72	0
130227302	0.5	516252642	964163553	27553360	1.0	story	the surgeon	72	0
130227302	0.5	516252642	964163553	27553360	1.0	story	the extremist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	story	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	story	the trader	48	24
130227302	0.5	516252642	964163553	27553360	1.0	story	the CEO	60	12
130227302	0.5	516252642	964163553	27553360	1.0	admission	the principal	71	1
130227302	0.5	516252642	964163553	27553360	1.0	admission	the sculptor	49	23
130227302	0.5	516252642	964163553	27553360	1.0	admission	the consultant	60	12
130227302	0.5	516252642	964163553	27553360	1.0	admission	the runner	60	12
130227302	0.5	516252642	964163553	27553360	1.0	admission	the child	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the student	71	1
130227302	0.5	516252642	964163553	27553360	1.0	admission	the mobster	49	23
130227302	0.5	516252642	964163553	27553360	1.0	admission	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the preacher	60	12
130227302	0.5	516252642	964163553	27553360	1.0	admission	the violinist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the senator	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the commander	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the victims	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the politician	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the surgeon	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the extremist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	admission	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	admission	the CEO	60	12
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the principal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the sculptor	71	1
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the consultant	61	11
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the runner	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the child	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the student	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the mobster	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the preacher	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the violinist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the senator	60	12
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the commander	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the victims	60	12
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the politician	60	12
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the surgeon	60	12
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the extremist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the trader	71	1
130227302	0.5	516252642	964163553	27553360	1.0	complaint	the CEO	61	11
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the principal	71	1
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the sculptor	61	11
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the consultant	60	12
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the runner	60	12
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the child	60	12
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the student	71	1
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the mobster	37	35
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the actor	60	12
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the preacher	72	0
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the violinist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the senator	60	12
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the commander	60	12
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the victims	72	0
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the politician	59	13
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the surgeon	61	11
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the extremist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	declaration	the CEO	72	0
130227302	0.5	516252642	964163553	27553360	1.0	news	the principal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	news	the sculptor	71	1
130227302	0.5	516252642	964163553	27553360	1.0	news	the consultant	49	23
130227302	0.5	516252642	964163553	27553360	1.0	news	the runner	60	12
130227302	0.5	516252642	964163553	27553360	1.0	news	the child	60	12
130227302	0.5	516252642	964163553	27553360	1.0	news	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	news	the student	72	0
130227302	0.5	516252642	964163553	27553360	1.0	news	the mobster	72	0
130227302	0.5	516252642	964163553	27553360	1.0	news	the actor	71	1
130227302	0.5	516252642	964163553	27553360	1.0	news	the preacher	61	11
130227302	0.5	516252642	964163553	27553360	1.0	news	the violinist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	news	the senator	60	12
130227302	0.5	516252642	964163553	27553360	1.0	news	the commander	60	12
130227302	0.5	516252642	964163553	27553360	1.0	news	the victims	72	0
130227302	0.5	516252642	964163553	27553360	1.0	news	the politician	60	12
130227302	0.5	516252642	964163553	27553360	1.0	news	the surgeon	72	0
130227302	0.5	516252642	964163553	27553360	1.0	news	the extremist	59	13
130227302	0.5	516252642	964163553	27553360	1.0	news	the clerk	61	11
130227302	0.5	516252642	964163553	27553360	1.0	news	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	news	the CEO	72	0
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the principal	71	1
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the sculptor	61	11
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the consultant	48	24
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the runner	60	12
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the child	60	12
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the criminal	60	12
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the student	60	12
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the mobster	48	24
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the preacher	36	36
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the violinist	48	24
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the senator	60	12
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the commander	72	0
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the victims	72	0
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the politician	72	0
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the surgeon	71	1
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the extremist	49	23
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	confirmation	the CEO	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the principal	60	12
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the sculptor	60	12
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the consultant	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the runner	59	13
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the child	37	35
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the criminal	60	12
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the student	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the mobster	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the preacher	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the violinist	48	24
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the senator	60	12
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the commander	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the victims	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the politician	48	24
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the surgeon	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the extremist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the trader	60	12
130227302	0.5	516252642	964163553	27553360	1.0	announcement	the CEO	71	1
130227302	0.5	516252642	964163553	27553360	1.0	concern	the principal	61	11
130227302	0.5	516252642	964163553	27553360	1.0	concern	the sculptor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the consultant	71	1
130227302	0.5	516252642	964163553	27553360	1.0	concern	the runner	61	11
130227302	0.5	516252642	964163553	27553360	1.0	concern	the child	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the student	60	12
130227302	0.5	516252642	964163553	27553360	1.0	concern	the mobster	60	12
130227302	0.5	516252642	964163553	27553360	1.0	concern	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the preacher	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the violinist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	concern	the senator	60	12
130227302	0.5	516252642	964163553	27553360	1.0	concern	the commander	60	12
130227302	0.5	516252642	964163553	27553360	1.0	concern	the victims	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the politician	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the surgeon	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the extremist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the clerk	48	24
130227302	0.5	516252642	964163553	27553360	1.0	concern	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	concern	the CEO	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the principal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the sculptor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the consultant	60	12
130227302	0.5	516252642	964163553	27553360	1.0	finding	the runner	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the child	71	1
130227302	0.5	516252642	964163553	27553360	1.0	finding	the criminal	61	11
130227302	0.5	516252642	964163553	27553360	1.0	finding	the student	59	13
130227302	0.5	516252642	964163553	27553360	1.0	finding	the mobster	61	11
130227302	0.5	516252642	964163553	27553360	1.0	finding	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the preacher	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the violinist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the senator	48	24
130227302	0.5	516252642	964163553	27553360	1.0	finding	the commander	60	12
130227302	0.5	516252642	964163553	27553360	1.0	finding	the victims	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the politician	48	24
130227302	0.5	516252642	964163553	27553360	1.0	finding	the surgeon	60	12
130227302	0.5	516252642	964163553	27553360	1.0	finding	the extremist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	finding	the CEO	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the principal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the sculptor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the consultant	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the runner	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the child	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the student	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the mobster	60	12
130227302	0.5	516252642	964163553	27553360	1.0	myth	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the preacher	60	12
130227302	0.5	516252642	964163553	27553360	1.0	myth	the violinist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the senator	36	36
130227302	0.5	516252642	964163553	27553360	1.0	myth	the commander	48	24
130227302	0.5	516252642	964163553	27553360	1.0	myth	the victims	60	12
130227302	0.5	516252642	964163553	27553360	1.0	myth	the politician	71	1
130227302	0.5	516252642	964163553	27553360	1.0	myth	the surgeon	49	23
130227302	0.5	516252642	964163553	27553360	1.0	myth	the extremist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	myth	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	myth	the trader	60	12
130227302	0.5	516252642	964163553	27553360	1.0	myth	the CEO	36	36
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the principal	60	12
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the sculptor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the consultant	60	12
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the runner	72	0
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the child	72	0
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the criminal	60	12
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the student	48	24
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the mobster	60	12
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the preacher	72	0
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the violinist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the senator	71	1
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the commander	61	11
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the victims	60	12
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the politician	72	0
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the surgeon	72	0
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the extremist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the clerk	36	36
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	prediction	the CEO	72	0
130227302	0.5	516252642	964163553	27553360	1.0	information	the principal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	information	the sculptor	71	1
130227302	0.5	516252642	964163553	27553360	1.0	information	the consultant	61	11
130227302	0.5	516252642	964163553	27553360	1.0	information	the runner	59	13
130227302	0.5	516252642	964163553	27553360	1.0	information	the child	61	11
130227302	0.5	516252642	964163553	27553360	1.0	information	the criminal	48	24
130227302	0.5	516252642	964163553	27553360	1.0	information	the student	72	0
130227302	0.5	516252642	964163553	27553360	1.0	information	the mobster	60	12
130227302	0.5	516252642	964163553	27553360	1.0	information	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	information	the preacher	60	12
130227302	0.5	516252642	964163553	27553360	1.0	information	the violinist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	information	the senator	59	13
130227302	0.5	516252642	964163553	27553360	1.0	information	the commander	61	11
130227302	0.5	516252642	964163553	27553360	1.0	information	the victims	60	12
130227302	0.5	516252642	964163553	27553360	1.0	information	the politician	60	12
130227302	0.5	516252642	964163553	27553360	1.0	information	the surgeon	72	0
130227302	0.5	516252642	964163553	27553360	1.0	information	the extremist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	information	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	information	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	information	the CEO	60	12
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the principal	60	12
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the sculptor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the consultant	72	0
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the runner	72	0
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the child	72	0
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the student	60	12
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the mobster	71	1
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the actor	61	11
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the preacher	72	0
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the violinist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the senator	71	1
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the commander	61	11
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the victims	36	36
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the politician	72	0
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the surgeon	72	0
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the extremist	48	24
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the clerk	60	12
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the trader	36	36
130227302	0.5	516252642	964163553	27553360	1.0	allegation	the CEO	60	12
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the principal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the sculptor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the consultant	60	12
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the runner	72	0
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the child	48	24
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the criminal	60	12
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the student	72	0
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the mobster	48	24
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the preacher	60	12
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the violinist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the senator	71	1
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the commander	61	11
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the victims	60	12
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the politician	60	12
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the surgeon	60	12
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the extremist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the clerk	48	24
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the trader	60	12
130227302	0.5	516252642	964163553	27553360	1.0	evidence	the CEO	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the principal	71	1
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the sculptor	49	23
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the consultant	59	13
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the runner	48	24
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the child	61	11
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the student	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the mobster	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the preacher	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the violinist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the senator	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the commander	60	12
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the victims	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the politician	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the surgeon	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the extremist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the clerk	60	12
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the trader	60	12
130227302	0.5	516252642	964163553	27553360	1.0	conclusion	the CEO	60	12
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the principal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the sculptor	71	1
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the consultant	61	11
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the runner	60	12
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the child	60	12
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the student	72	0
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the mobster	72	0
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the actor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the preacher	60	12
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the violinist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the senator	71	1
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the commander	49	23
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the victims	71	1
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the politician	60	12
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the surgeon	61	11
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the extremist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	opinion	the CEO	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the principal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the sculptor	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the consultant	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the runner	60	12
130227302	0.5	516252642	964163553	27553360	1.0	statement	the child	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the criminal	60	12
130227302	0.5	516252642	964163553	27553360	1.0	statement	the student	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the mobster	60	12
130227302	0.5	516252642	964163553	27553360	1.0	statement	the actor	60	12
130227302	0.5	516252642	964163553	27553360	1.0	statement	the preacher	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the violinist	60	12
130227302	0.5	516252642	964163553	27553360	1.0	statement	the senator	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the commander	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the victims	60	12
130227302	0.5	516252642	964163553	27553360	1.0	statement	the politician	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the surgeon	60	12
130227302	0.5	516252642	964163553	27553360	1.0	statement	the extremist	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the clerk	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the trader	72	0
130227302	0.5	516252642	964163553	27553360	1.0	statement	the CEO	59	13
130227302	0.5	516252642	964163553	27553360	1.0	feeling	the principal	49	23
130227302	0.5	516252642	964163553	27553360	1.0	feeling	the sculptor	71	1
130227302	0.5	516252642	964163553	27553360	1.0	feeling	the consultant	49	23
130227302	0.5	516252642	964163553	27553360	1.0	feeling	the runner	72	0
130227302	0.5	516252642	964163553	27553360	1.0	feeling	the child	72	0
130227302	0.5	516252642	964163553	27553360	1.0	feeling	the criminal	72	0
130227302	0.5	516252642	964163553	27553360	1.0	feeling	the student	60	12
