ID	DeletionRate	Autoencoder	NoiseLM	PlainLM	PredWeight	Noun	Continuation	That	NoThat
398330600	0.45	709961927	964163553	27553360	0.25	concern	the senator	60	12
398330600	0.45	709961927	964163553	27553360	0.25	concern	the commander	48	24
398330600	0.45	709961927	964163553	27553360	0.25	concern	the victims	36	36
398330600	0.45	709961927	964163553	27553360	0.25	concern	the politician	59	13
398330600	0.45	709961927	964163553	27553360	0.25	concern	the surgeon	13	59
398330600	0.45	709961927	964163553	27553360	0.25	concern	the extremist	47	25
398330600	0.45	709961927	964163553	27553360	0.25	concern	the clerk	25	47
398330600	0.45	709961927	964163553	27553360	0.25	concern	the trader	47	25
398330600	0.45	709961927	964163553	27553360	0.25	concern	the CEO	49	23
398330600	0.45	709961927	964163553	27553360	0.25	finding	the principal	35	37
398330600	0.45	709961927	964163553	27553360	0.25	finding	the sculptor	24	48
398330600	0.45	709961927	964163553	27553360	0.25	finding	the consultant	37	35
398330600	0.45	709961927	964163553	27553360	0.25	finding	the runner	60	12
398330600	0.45	709961927	964163553	27553360	0.25	finding	the child	59	13
398330600	0.45	709961927	964163553	27553360	0.25	finding	the criminal	49	23
398330600	0.45	709961927	964163553	27553360	0.25	finding	the student	23	49
398330600	0.45	709961927	964163553	27553360	0.25	finding	the mobster	25	47
398330600	0.45	709961927	964163553	27553360	0.25	finding	the actor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	finding	the preacher	35	37
398330600	0.45	709961927	964163553	27553360	0.25	finding	the violinist	25	47
398330600	0.45	709961927	964163553	27553360	0.25	finding	the senator	36	36
398330600	0.45	709961927	964163553	27553360	0.25	finding	the commander	35	37
398330600	0.45	709961927	964163553	27553360	0.25	finding	the victims	24	48
398330600	0.45	709961927	964163553	27553360	0.25	finding	the politician	36	36
398330600	0.45	709961927	964163553	27553360	0.25	finding	the surgeon	49	23
398330600	0.45	709961927	964163553	27553360	0.25	finding	the extremist	11	61
398330600	0.45	709961927	964163553	27553360	0.25	finding	the clerk	12	60
398330600	0.45	709961927	964163553	27553360	0.25	finding	the trader	49	23
398330600	0.45	709961927	964163553	27553360	0.25	finding	the CEO	35	37
398330600	0.45	709961927	964163553	27553360	0.25	myth	the principal	36	36
398330600	0.45	709961927	964163553	27553360	0.25	myth	the sculptor	49	23
398330600	0.45	709961927	964163553	27553360	0.25	myth	the consultant	24	48
398330600	0.45	709961927	964163553	27553360	0.25	myth	the runner	48	24
398330600	0.45	709961927	964163553	27553360	0.25	myth	the child	47	25
398330600	0.45	709961927	964163553	27553360	0.25	myth	the criminal	37	35
398330600	0.45	709961927	964163553	27553360	0.25	myth	the student	36	36
398330600	0.45	709961927	964163553	27553360	0.25	myth	the mobster	60	12
398330600	0.45	709961927	964163553	27553360	0.25	myth	the actor	48	24
398330600	0.45	709961927	964163553	27553360	0.25	myth	the preacher	35	37
398330600	0.45	709961927	964163553	27553360	0.25	myth	the violinist	48	24
398330600	0.45	709961927	964163553	27553360	0.25	myth	the senator	13	59
398330600	0.45	709961927	964163553	27553360	0.25	myth	the commander	47	25
398330600	0.45	709961927	964163553	27553360	0.25	myth	the victims	37	35
398330600	0.45	709961927	964163553	27553360	0.25	myth	the politician	47	25
398330600	0.45	709961927	964163553	27553360	0.25	myth	the surgeon	36	36
398330600	0.45	709961927	964163553	27553360	0.25	myth	the extremist	25	47
398330600	0.45	709961927	964163553	27553360	0.25	myth	the clerk	48	24
398330600	0.45	709961927	964163553	27553360	0.25	myth	the trader	36	36
398330600	0.45	709961927	964163553	27553360	0.25	myth	the CEO	23	49
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the principal	12	60
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the sculptor	37	35
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the consultant	35	37
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the runner	48	24
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the child	13	59
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the criminal	48	24
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the student	35	37
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the mobster	37	35
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the actor	47	25
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the preacher	25	47
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the violinist	48	24
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the senator	47	25
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the commander	49	23
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the victims	48	24
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the politician	36	36
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the surgeon	35	37
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the extremist	37	35
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the clerk	24	48
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the trader	48	24
398330600	0.45	709961927	964163553	27553360	0.25	prediction	the CEO	59	13
398330600	0.45	709961927	964163553	27553360	0.25	information	the principal	37	35
398330600	0.45	709961927	964163553	27553360	0.25	information	the sculptor	59	13
398330600	0.45	709961927	964163553	27553360	0.25	information	the consultant	37	35
398330600	0.45	709961927	964163553	27553360	0.25	information	the runner	35	37
398330600	0.45	709961927	964163553	27553360	0.25	information	the child	48	24
398330600	0.45	709961927	964163553	27553360	0.25	information	the criminal	37	35
398330600	0.45	709961927	964163553	27553360	0.25	information	the student	71	1
398330600	0.45	709961927	964163553	27553360	0.25	information	the mobster	48	24
398330600	0.45	709961927	964163553	27553360	0.25	information	the actor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	information	the preacher	24	48
398330600	0.45	709961927	964163553	27553360	0.25	information	the violinist	13	59
398330600	0.45	709961927	964163553	27553360	0.25	information	the senator	47	25
398330600	0.45	709961927	964163553	27553360	0.25	information	the commander	49	23
398330600	0.45	709961927	964163553	27553360	0.25	information	the victims	36	36
398330600	0.45	709961927	964163553	27553360	0.25	information	the politician	48	24
398330600	0.45	709961927	964163553	27553360	0.25	information	the surgeon	48	24
398330600	0.45	709961927	964163553	27553360	0.25	information	the extremist	48	24
398330600	0.45	709961927	964163553	27553360	0.25	information	the clerk	48	24
398330600	0.45	709961927	964163553	27553360	0.25	information	the trader	47	25
398330600	0.45	709961927	964163553	27553360	0.25	information	the CEO	49	23
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the principal	36	36
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the sculptor	24	48
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the consultant	47	25
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the runner	37	35
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the child	35	37
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the criminal	37	35
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the student	24	48
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the mobster	59	13
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the actor	37	35
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the preacher	48	24
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the violinist	60	12
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the senator	71	1
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the commander	36	36
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the victims	12	60
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the politician	37	35
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the surgeon	47	25
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the extremist	25	47
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the clerk	23	49
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the trader	0	72
398330600	0.45	709961927	964163553	27553360	0.25	allegation	the CEO	48	24
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the principal	24	48
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the sculptor	49	23
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the consultant	59	13
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the runner	36	36
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the child	13	59
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the criminal	48	24
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the student	48	24
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the mobster	23	49
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the actor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the preacher	25	47
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the violinist	36	36
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the senator	35	37
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the commander	37	35
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the victims	48	24
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the politician	23	49
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the surgeon	37	35
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the extremist	36	36
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the clerk	35	37
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the trader	25	47
398330600	0.45	709961927	964163553	27553360	0.25	evidence	the CEO	24	48
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the principal	59	13
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the sculptor	49	23
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the consultant	35	37
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the runner	24	48
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the child	36	36
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the criminal	49	23
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the student	47	25
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the mobster	12	60
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the actor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the preacher	25	47
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the violinist	35	37
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the senator	37	35
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the commander	60	12
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the victims	36	36
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the politician	60	12
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the surgeon	72	0
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the extremist	60	12
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the clerk	23	49
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the trader	24	48
398330600	0.45	709961927	964163553	27553360	0.25	conclusion	the CEO	12	60
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the principal	25	47
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the sculptor	47	25
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the consultant	25	47
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the runner	48	24
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the child	36	36
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the criminal	36	36
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the student	59	13
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the mobster	49	23
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the actor	48	24
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the preacher	11	61
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the violinist	48	24
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the senator	36	36
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the commander	12	60
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the victims	48	24
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the politician	36	36
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the surgeon	49	23
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the extremist	47	25
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the clerk	49	23
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the trader	59	13
398330600	0.45	709961927	964163553	27553360	0.25	opinion	the CEO	25	47
398330600	0.45	709961927	964163553	27553360	0.25	statement	the principal	48	24
398330600	0.45	709961927	964163553	27553360	0.25	statement	the sculptor	72	0
398330600	0.45	709961927	964163553	27553360	0.25	statement	the consultant	60	12
398330600	0.45	709961927	964163553	27553360	0.25	statement	the runner	48	24
398330600	0.45	709961927	964163553	27553360	0.25	statement	the child	36	36
398330600	0.45	709961927	964163553	27553360	0.25	statement	the criminal	35	37
398330600	0.45	709961927	964163553	27553360	0.25	statement	the student	12	60
398330600	0.45	709961927	964163553	27553360	0.25	statement	the mobster	36	36
398330600	0.45	709961927	964163553	27553360	0.25	statement	the actor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	statement	the preacher	36	36
398330600	0.45	709961927	964163553	27553360	0.25	statement	the violinist	25	47
398330600	0.45	709961927	964163553	27553360	0.25	statement	the senator	48	24
398330600	0.45	709961927	964163553	27553360	0.25	statement	the commander	35	37
398330600	0.45	709961927	964163553	27553360	0.25	statement	the victims	36	36
398330600	0.45	709961927	964163553	27553360	0.25	statement	the politician	13	59
398330600	0.45	709961927	964163553	27553360	0.25	statement	the surgeon	48	24
398330600	0.45	709961927	964163553	27553360	0.25	statement	the extremist	47	25
398330600	0.45	709961927	964163553	27553360	0.25	statement	the clerk	49	23
398330600	0.45	709961927	964163553	27553360	0.25	statement	the trader	59	13
398330600	0.45	709961927	964163553	27553360	0.25	statement	the CEO	36	36
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the principal	25	47
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the sculptor	47	25
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the consultant	37	35
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the runner	48	24
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the child	36	36
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the criminal	59	13
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the student	12	60
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the mobster	24	48
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the actor	24	48
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the preacher	37	35
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the violinist	59	13
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the senator	24	48
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the commander	36	36
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the victims	36	36
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the politician	36	36
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the surgeon	25	47
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the extremist	60	12
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the clerk	36	36
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the trader	23	49
398330600	0.45	709961927	964163553	27553360	0.25	feeling	the CEO	48	24
398330600	0.45	709961927	964163553	27553360	0.25	indication	the principal	24	48
398330600	0.45	709961927	964163553	27553360	0.25	indication	the sculptor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	indication	the consultant	36	36
398330600	0.45	709961927	964163553	27553360	0.25	indication	the runner	61	11
398330600	0.45	709961927	964163553	27553360	0.25	indication	the child	48	24
398330600	0.45	709961927	964163553	27553360	0.25	indication	the criminal	60	12
398330600	0.45	709961927	964163553	27553360	0.25	indication	the student	60	12
398330600	0.45	709961927	964163553	27553360	0.25	indication	the mobster	60	12
398330600	0.45	709961927	964163553	27553360	0.25	indication	the actor	35	37
398330600	0.45	709961927	964163553	27553360	0.25	indication	the preacher	61	11
398330600	0.45	709961927	964163553	27553360	0.25	indication	the violinist	35	37
398330600	0.45	709961927	964163553	27553360	0.25	indication	the senator	37	35
398330600	0.45	709961927	964163553	27553360	0.25	indication	the commander	36	36
398330600	0.45	709961927	964163553	27553360	0.25	indication	the victims	48	24
398330600	0.45	709961927	964163553	27553360	0.25	indication	the politician	47	25
398330600	0.45	709961927	964163553	27553360	0.25	indication	the surgeon	37	35
398330600	0.45	709961927	964163553	27553360	0.25	indication	the extremist	47	25
398330600	0.45	709961927	964163553	27553360	0.25	indication	the clerk	60	12
398330600	0.45	709961927	964163553	27553360	0.25	indication	the trader	36	36
398330600	0.45	709961927	964163553	27553360	0.25	indication	the CEO	49	23
398330600	0.45	709961927	964163553	27553360	0.25	proof	the principal	71	1
398330600	0.45	709961927	964163553	27553360	0.25	proof	the sculptor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	proof	the consultant	25	47
398330600	0.45	709961927	964163553	27553360	0.25	proof	the runner	48	24
398330600	0.45	709961927	964163553	27553360	0.25	proof	the child	35	37
398330600	0.45	709961927	964163553	27553360	0.25	proof	the criminal	36	36
398330600	0.45	709961927	964163553	27553360	0.25	proof	the student	24	48
398330600	0.45	709961927	964163553	27553360	0.25	proof	the mobster	25	47
398330600	0.45	709961927	964163553	27553360	0.25	proof	the actor	47	25
398330600	0.45	709961927	964163553	27553360	0.25	proof	the preacher	13	59
398330600	0.45	709961927	964163553	27553360	0.25	proof	the violinist	36	36
398330600	0.45	709961927	964163553	27553360	0.25	proof	the senator	60	12
398330600	0.45	709961927	964163553	27553360	0.25	proof	the commander	59	13
398330600	0.45	709961927	964163553	27553360	0.25	proof	the victims	25	47
398330600	0.45	709961927	964163553	27553360	0.25	proof	the politician	36	36
398330600	0.45	709961927	964163553	27553360	0.25	proof	the surgeon	23	49
398330600	0.45	709961927	964163553	27553360	0.25	proof	the extremist	24	48
398330600	0.45	709961927	964163553	27553360	0.25	proof	the clerk	12	60
398330600	0.45	709961927	964163553	27553360	0.25	proof	the trader	25	47
398330600	0.45	709961927	964163553	27553360	0.25	proof	the CEO	36	36
398330600	0.45	709961927	964163553	27553360	0.25	idea	the principal	36	36
398330600	0.45	709961927	964163553	27553360	0.25	idea	the sculptor	60	12
398330600	0.45	709961927	964163553	27553360	0.25	idea	the consultant	48	24
398330600	0.45	709961927	964163553	27553360	0.25	idea	the runner	24	48
398330600	0.45	709961927	964163553	27553360	0.25	idea	the child	35	37
398330600	0.45	709961927	964163553	27553360	0.25	idea	the criminal	24	48
398330600	0.45	709961927	964163553	27553360	0.25	idea	the student	37	35
398330600	0.45	709961927	964163553	27553360	0.25	idea	the mobster	72	0
398330600	0.45	709961927	964163553	27553360	0.25	idea	the actor	23	49
398330600	0.45	709961927	964163553	27553360	0.25	idea	the preacher	25	47
398330600	0.45	709961927	964163553	27553360	0.25	idea	the violinist	60	12
398330600	0.45	709961927	964163553	27553360	0.25	idea	the senator	36	36
398330600	0.45	709961927	964163553	27553360	0.25	idea	the commander	23	49
398330600	0.45	709961927	964163553	27553360	0.25	idea	the victims	13	59
398330600	0.45	709961927	964163553	27553360	0.25	idea	the politician	71	1
398330600	0.45	709961927	964163553	27553360	0.25	idea	the surgeon	61	11
398330600	0.45	709961927	964163553	27553360	0.25	idea	the extremist	36	36
398330600	0.45	709961927	964163553	27553360	0.25	idea	the clerk	35	37
398330600	0.45	709961927	964163553	27553360	0.25	idea	the trader	49	23
398330600	0.45	709961927	964163553	27553360	0.25	idea	the CEO	60	12
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the principal	48	24
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the sculptor	48	24
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the consultant	60	12
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the runner	60	12
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the child	47	25
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the criminal	25	47
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the student	48	24
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the mobster	47	25
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the actor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the preacher	49	23
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the violinist	60	12
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the senator	47	25
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the commander	36	36
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the victims	48	24
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the politician	12	60
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the surgeon	36	36
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the extremist	49	23
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the clerk	48	24
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the trader	36	36
398330600	0.45	709961927	964163553	27553360	0.25	rumor	the CEO	48	24
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the principal	48	24
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the sculptor	23	49
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the consultant	12	60
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the runner	12	60
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the child	25	47
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the criminal	35	37
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the student	37	35
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the mobster	35	37
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the actor	13	59
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the preacher	35	37
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the violinist	25	47
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the senator	59	13
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the commander	13	59
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the victims	60	12
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the politician	48	24
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the surgeon	47	25
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the extremist	36	36
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the clerk	60	12
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the trader	12	60
398330600	0.45	709961927	964163553	27553360	0.25	reminder	the CEO	25	47
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the principal	72	0
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the sculptor	23	49
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the consultant	48	24
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the runner	25	47
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the child	36	36
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the criminal	60	12
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the student	35	37
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the mobster	24	48
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the actor	25	47
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the preacher	36	36
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the violinist	47	25
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the senator	24	48
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the commander	24	48
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the victims	48	24
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the politician	37	35
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the surgeon	47	25
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the extremist	25	47
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the clerk	36	36
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the trader	60	12
398330600	0.45	709961927	964163553	27553360	0.25	speculation	the CEO	60	12
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the principal	23	49
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the sculptor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the consultant	24	48
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the runner	37	35
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the child	47	25
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the criminal	49	23
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the student	48	24
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the mobster	35	37
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the actor	49	23
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the preacher	48	24
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the violinist	35	37
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the senator	49	23
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the commander	23	49
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the victims	37	35
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the politician	35	37
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the surgeon	37	35
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the extremist	48	24
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the clerk	23	49
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the trader	60	12
398330600	0.45	709961927	964163553	27553360	0.25	presumption	the CEO	49	23
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the principal	47	25
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the sculptor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the consultant	25	47
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the runner	24	48
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the child	23	49
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the criminal	24	48
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the student	24	48
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the mobster	37	35
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the actor	36	36
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the preacher	35	37
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the violinist	37	35
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the senator	36	36
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the commander	35	37
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the victims	25	47
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the politician	72	0
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the surgeon	59	13
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the extremist	12	60
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the clerk	49	23
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the trader	11	61
398330600	0.45	709961927	964163553	27553360	0.25	suspicion	the CEO	60	12
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the principal	13	59
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the sculptor	47	25
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the consultant	37	35
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the runner	23	49
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the child	36	36
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the criminal	25	47
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the student	60	12
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the mobster	60	12
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the actor	60	12
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the preacher	72	0
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the violinist	24	48
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the senator	11	61
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the commander	37	35
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the victims	60	12
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the politician	47	25
398330600	0.45	709961927	964163553	27553360	0.25	certainty	the surgeon	36	36
