EYE2.py_626041227  EYE2.py_626041227     -0.0001966976 -32.40594 
EYE2.py_289477725  EYE2.py_289477725     -0.0001353312 -19.57431 
EYE2.py_850742927  EYE2.py_850742927     -6.779874e-05 -22.99259 
EYE.py_792802677  EYE.py_792802677       -0.0002482772 -66.218 

