deletion_rate	predictability_weight	reward	predictability	reconstructability	args	suffix	autoencoder
0.45	0.0	0.4867	5.0	0.48279244791750664	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=2e-05;mom=0.5	QC_3_W_GPT2M.py_786202606	647336050
0.45	0.75	7.0322	4.39191718766704	0.8928399558481088	dual_learn_rate=0.2;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.5	QC_3_W_GPT2M.py_793155868	524811876
0.4	1.0	8.71	4.356967550781867	1.0653944328934	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	QC_3_W_GPT2M.py_797162227	516252642
0.4	0.25	2.3522	4.356381111767394	0.11939875426288572	dual_learn_rate=0.3;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.7	QC_3_W_GPT2M.py_805093989	647336050
0.35	0.0	0.147	5.0	0.1492680470310519	dual_learn_rate=0.2;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.7	QC_3_W_GPT2M.py_820795588	516252642
0.45	0.75	6.8503	4.350962511802225	0.6438040429678719	dual_learn_rate=0.2;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.5	QC_3_W_GPT2M.py_840885654	524811876
0.45	1.0	8.7687	4.384983259898653	1.2086643306964138	dual_learn_rate=0.3;learn_rate_autoencoder=0.001;learn_rate_memory=2e-05;mom=0.9	QC_3_W_GPT2M.py_845805691	709961927
0.45	1.0	8.7829	4.385106524343485	1.34081724658578	dual_learn_rate=0.02;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	QC_3_W_GPT2M.py_856034402	709961927
0.35	0.75	6.6007	4.314803786980334	0.2597714119794594	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	_QC_3_W_GPT2M.py_86215935	709961927
0.55	0.0	0.6084	5.0	0.6050707744950001	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	QC_3_W_GPT2M.py_875978411	709961927
0.45	0.25	2.4967	4.404719179054083	0.19695662169878012	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	QC_3_W_GPT2M.py_883180537	516252642
0.45	1.0	8.7533	4.376712986886604	1.275776821149259	dual_learn_rate=0.02;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.7	QC_3_W_GPT2M.py_900360318	647336050
0.45	0.0	0.1902	5.0	0.1937203168174564	dual_learn_rate=0.3;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.9	QC_3_W_GPT2M.py_920224740	727001672
0.3	0.0	0.0493	5.0	0.050393183953803516	dual_learn_rate=0.2;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.5	QC_3_W_GPT2M.py_931879141	709961927
0.45	0.25	2.513	4.414364439511414	0.20318062419609179	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.7	QC_3_W_GPT2M.py_936463825	647336050
0.35	0.25	2.2263	4.312716907024977	0.04729648490806691	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.9	QC_3_W_GPT2M.py_936768787	712478284
0.45	0.0	0.316	5.0	0.32095613378080584	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.7	QC_3_W_GPT2M.py_945677838	709961927
0.55	0.25	3.2954	4.535583089763748	0.6849408170562162	dual_learn_rate=0.02;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.9	QC_3_W_GPT2M.py_955049964	712478284
0.5	0.5	4.9708	4.403201862684286	0.5814898864999222	dual_learn_rate=0.3;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	QC_3_W_GPT2M.py_958746705	516252642
0.4	0.25	2.3884	4.353926208975379	0.13965962631701487	dual_learn_rate=0.05;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.5	_QC_3_W_GPT2M.py_96410234	712478284
0.4	1.0	8.7501	4.375245785620764	1.1185648934921228	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.5	QC_3_W_GPT2M.py_972012604	647336050
0.6	1.0	8.9428	4.470456649053544	2.172088420606343	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	QC_3_W_GPT2M.py_997533088	647336050
0.5	0.5	7.7815	5.756522188159781	2.0249446670601223	dual_learn_rate=0.2;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.9	PT2M_OnlyPos.py_142242470	727001672
0.35	0.5	4.4771	4.3322744942159055	0.1489779975629563	dual_learn_rate=0.05;learn_rate_autoencoder=0.2;learn_rate_memory=2e-05;mom=0.7	x_Q_3_W_GPT2.py_147595904	709961927
0.55	0.0	0.6871	5.0	0.688749286278325	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.7	x_Q_3_W_GPT2.py_161843404	524811876
0.4	0.5	4.5908	4.362230017172906	0.23748610597927236	dual_learn_rate=0.2;learn_rate_autoencoder=0.001;learn_rate_memory=2e-05;mom=0.7	x_Q_3_W_GPT2.py_176659706	647336050
0.45	0.5	4.9581	4.402911025762385	0.5740857328594233	dual_learn_rate=0.02;learn_rate_autoencoder=0.001;learn_rate_memory=2e-05;mom=0.5	x_Q_3_W_GPT2.py_241019330	516252642
0.4	0.0	0.1551	5.0	0.15516871808487204	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=5e-05;mom=0.7	x_Q_3_W_GPT2.py_308939022	524811876
0.35	0.5	4.3993	4.321725400144849	0.07972338142462396	dual_learn_rate=0.3;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.9	x_Q_3_W_GPT2.py_322267420	524811876
0.5	0.5	5.2811	4.430521628895337	0.8394898630003467	dual_learn_rate=0.3;learn_rate_autoencoder=0.2;learn_rate_memory=2e-05;mom=0.5	x_Q_3_W_GPT2.py_392044056	709961927
0.55	1.0	8.9304	4.419578892896378	1.8219445861110568	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.9	x_Q_3_W_GPT2.py_405804163	727001672
0.35	0.5	4.4147	4.322661487087377	0.09406740457980343	dual_learn_rate=0.2;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.7	x_Q_3_W_GPT2.py_436843625	524811876
0.5	0.0	0.6135	5.0	0.6144521576602023	dual_learn_rate=0.1;learn_rate_autoencoder=0.2;learn_rate_memory=2e-05;mom=0.7	x_Q_3_W_GPT2.py_467611038	727001672
0.5	0.0	1.2867	5.0	1.312854972207123	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=2e-06;mom=0.7	x_Q_3_W_GPT2.py_522047799	712478284
0.4	1.0	8.718	4.359001633748828	1.085149030143787	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.7	x_Q_3_W_GPT2.py_572966838	712478284
0.4	0.0	0.1261	5.0	0.12711363413665758	dual_learn_rate=0.2;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.9	x_Q_3_W_GPT2.py_593515190	524811876
0.45	0.0	0.3367	5.0	0.3439625372112724	dual_learn_rate=0.2;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.7	ix_Q_3_W_GPT2.py_62986154	727001672
0.35	0.5	4.4343	4.327094209206678	0.11088937378541927	dual_learn_rate=0.3;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.5	x_Q_3_W_GPT2.py_643779138	712478284
0.55	0.0	0.7537	5.0	0.7499044308730443	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.9	x_Q_3_W_GPT2.py_726427314	709961927
0.5	0.0	0.4205	5.0	0.4237876582626357	dual_learn_rate=0.2;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.9	x_Q_3_W_GPT2.py_728776593	524811876
0.5	0.5	4.9285	4.374757670436515	0.5483604035366251	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.9	x_Q_3_W_GPT2.py_751999875	516252642
0.35	1.0	8.7022	4.3306491823934286	0.7532448653375264	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.5	x_Q_3_W_GPT2.py_788206505	709961927
0.35	1.0	8.6805	4.340991856011294	0.9302317960350439	dual_learn_rate=0.02;learn_rate_autoencoder=0.001;learn_rate_memory=5e-05;mom=0.5	x_Q_3_W_GPT2.py_796500788	727001672
0.4	1.0	8.7249	4.36247470450721	1.2809473533796716	dual_learn_rate=0.05;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.7	x_Q_3_W_GPT2.py_800339823	516252642
0.55	0.5	5.3906	4.444716466678965	0.9402435262752988	dual_learn_rate=0.1;learn_rate_autoencoder=0.2;learn_rate_memory=2e-05;mom=0.9	x_Q_3_W_GPT2.py_829202189	524811876
0.4	0.0	0.0928	5.0	0.09176797341234148	dual_learn_rate=0.02;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.9	x_Q_3_W_GPT2.py_829662493	727001672
0.55	0.5	5.3073	4.450697356773936	0.8503251032151878	dual_learn_rate=0.05;learn_rate_autoencoder=0.001;learn_rate_memory=5e-05;mom=0.5	x_Q_3_W_GPT2.py_861430759	647336050
0.5	0.0	0.3541	5.0	0.354757930114036	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	x_Q_3_W_GPT2.py_951240212	727001672
0.45	0.0	0.2127	5.0	0.21117500153898006	dual_learn_rate=0.01;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.5	x_Q_3_W_GPT2.py_984369001	727001672
0.5	0.5	4.9523	4.398611937880023	0.5521624786250708	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2L.py_167196287	712478284
0.55	0.75	7.2056	4.414871963693955	1.1592735486855184	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2L.py_185553481	524811876
0.55	0.75	7.4673	4.4367231861761525	1.6585351807831215	dual_learn_rate=0.01;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.9	_Q_3_W_GPT2L.py_192234817	727001672
0.45	0.0	0.4717	5.0	0.4741947238693492	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.5	_Q_3_W_GPT2L.py_198947364	712478284
0.5	0.0	0.2969	5.0	0.2929951161189483	dual_learn_rate=0.01;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2L.py_261611831	647336050
0.45	0.5	4.8227	4.354400359090317	0.4631134463238922	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.9	_Q_3_W_GPT2L.py_262926142	727001672
0.45	1.0	8.7587	4.378772431666395	1.3159446385075504	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.5	_Q_3_W_GPT2L.py_266998840	709961927
0.45	1.0	8.7494	4.374788201660482	1.375366315016508	dual_learn_rate=0.2;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.7	_Q_3_W_GPT2L.py_319356587	709961927
0.5	0.0	0.3621	5.0	0.39468681963023355	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2L.py_348524596	516252642
0.55	0.75	7.1787	4.408487646797707	1.1343278890607473	dual_learn_rate=0.3;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.9	ix_Q_3_W_GPT2L.py_3535245	524811876
0.5	0.5	5.1636	4.424228753214031	0.7182558255454308	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=2e-05;mom=0.7	_Q_3_W_GPT2L.py_374361203	516252642
0.55	1.0	8.8478	4.423617321010267	1.9494536862136966	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.7	_Q_3_W_GPT2L.py_387749835	709961927
0.45	0.25	2.5061	4.398084616970878	0.2039251437105071	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.9	_Q_3_W_GPT2L.py_558918113	727001672
0.5	0.75	7.0087	4.376358767622633	0.8707647585313065	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2L.py_599568962	727001672
0.55	1.0	8.8977	4.448768021394734	1.8552942639439687	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2L.py_620654642	524811876
0.55	1.0	8.8553	4.427684839173471	1.8084081235404073	dual_learn_rate=0.02;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	x_Q_3_W_GPT2L.py_68680906	516252642
0.45	0.75	6.8473	4.348731880499202	0.6045903259644958	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.7	x_Q_3_W_GPT2L.py_69019020	709961927
0.5	0.5	5.0372	4.403184674363067	0.6225962118280869	dual_learn_rate=0.3;learn_rate_autoencoder=0.001;learn_rate_memory=2e-05;mom=0.9	_Q_3_W_GPT2L.py_781374715	727001672
0.5	0.75	7.1295	4.408998665579002	1.0742389714439229	dual_learn_rate=0.02;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.7	_Q_3_W_GPT2L.py_795928457	709961927
0.45	0.25	2.669	4.431376143400983	0.3051764737714718	dual_learn_rate=0.02;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.7	_Q_3_W_GPT2L.py_798647547	524811876
0.45	1.0	8.8396	4.419792962858312	1.2593119856950747	dual_learn_rate=0.02;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.9	_Q_3_W_GPT2L.py_848128467	524811876
0.45	0.75	6.8611	4.355406799540917	0.6410999616789589	dual_learn_rate=0.2;learn_rate_autoencoder=0.01;learn_rate_memory=5e-05;mom=0.5	x_Q_3_W_GPT2L.py_96253495	516252642
0.45	0.0	0.246	5.0	0.24373244610373865	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2L.py_978406179	712478284
0.45	0.25	2.5549	4.422220733955444	0.2296812854082374	dual_learn_rate=0.02;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.7	_Q_3_W_GPT2L.py_983021535	727001672
0.5	1.0	8.8476	4.4238172333787755	1.4739788157820677	dual_learn_rate=0.2;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2M.py_168051612	647336050
0.5	0.25	3.0584	4.447044842289471	0.5632470113912408	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.9	_Q_3_W_GPT2M.py_249798083	524811876
0.5	0.0	0.6581	5.0	0.6771775906933932	dual_learn_rate=0.2;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.9	_Q_3_W_GPT2M.py_258475083	524811876
0.55	0.0	1.0135	5.0	1.0079973641580071	dual_learn_rate=0.02;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.5	_Q_3_W_GPT2M.py_272429765	712478284
0.5	0.5	4.8894	4.408997819182198	0.46910730574192816	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.9	_Q_3_W_GPT2M.py_340001764	709961927
0.4	0.0	0.1448	5.0	0.14532007967316884	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.7	ix_Q_3_W_GPT2M.py_3836496	709961927
0.25	0.5	4.3087	4.287297269425078	0.022621917449083057	dual_learn_rate=0.1;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2M.py_494181602	524811876
0.4	1.0	8.6997	4.349978496528544	1.081540586407748	dual_learn_rate=0.3;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.7	_Q_3_W_GPT2M.py_515775459	709961927
0.55	1.0	8.8828	4.441502682059391	1.7353559009704265	dual_learn_rate=0.1;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.7	_Q_3_W_GPT2M.py_529665609	712478284
0.35	1.0	8.705	4.352376924292102	0.979506438293436	dual_learn_rate=0.3;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.9	_Q_3_W_GPT2M.py_533051845	647336050
0.45	0.0	0.2781	5.0	0.2814666446427272	dual_learn_rate=0.3;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.5	_Q_3_W_GPT2M.py_620912032	647336050
0.45	0.0	0.48	5.0	0.48543375204829053	dual_learn_rate=0.05;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.5	_Q_3_W_GPT2M.py_624548152	647336050
0.5	0.0	0.475	5.0	0.47575188399194523	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.5	_Q_3_W_GPT2M.py_664956204	727001672
0.4	1.0	8.7483	4.374301786436321	1.281769881845676	dual_learn_rate=0.3;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.5	_Q_3_W_GPT2M.py_682978118	727001672
0.45	0.0	0.396	5.0	0.39710894169323685	dual_learn_rate=0.3;learn_rate_autoencoder=0.001;learn_rate_memory=5e-05;mom=0.5	_Q_3_W_GPT2M.py_741836891	727001672
0.5	0.5	5.3393	4.4184469060955065	0.8898274233362213	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=2e-05;mom=0.5	_Q_3_W_GPT2M.py_771905970	516252642
0.4	0.5	4.48	4.340840423620726	0.14609845226371423	dual_learn_rate=0.3;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2M.py_801332993	727001672
0.4	0.5	4.4862	4.345430448616799	0.14924135599479868	dual_learn_rate=0.1;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.9	_Q_3_W_GPT2M.py_851101109	516252642
0.4	1.0	8.6964	4.37820207369745	1.4323120555316105	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	_Q_3_W_GPT2M.py_912951231	709961927
0.4	0.0	0.128	5.0	0.13035347902881916	dual_learn_rate=0.3;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.5	_Q_3_W_GPT2M.py_931557119	647336050
0.5	1.0	8.7904	4.3949711173220205	1.6029645400153019	dual_learn_rate=0.2;learn_rate_autoencoder=0.01;learn_rate_memory=5e-05;mom=0.5	_Q_3_W_GPT2M.py_975707042	712478284
0.5	0.5	5.5908	4.454954721330179	1.124020945148287	dual_learn_rate=0.05;learn_rate_autoencoder=0.001;learn_rate_memory=2e-06;mom=0.9	Q_3_W_GPT2XL.py_983654549	524811876
0.5	1.0	8.8257	4.412340709517761	1.8283568330470916	dual_learn_rate=0.01;learn_rate_autoencoder=0.01;learn_rate_memory=1e-05;mom=0.7	gfix_VNStims.py_164940065	709961927
0.5	0.75	7.4808	4.475068770175875	1.6150317046756937	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=1e-05;mom=0.5	gfix_VNStims.py_223672982	516252642
0.5	0.5	5.653	4.454667131165089	1.2130226616383222	dual_learn_rate=0.3;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.9	gfix_VNStims.py_238613603	516252642
0.6	1.0	9.0028	4.500780179933901	2.4404640936151423	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.3	gfix_VNStims.py_240430897	516252642
0.5	0.25	3.4666	4.6034866479790875	0.7961912473379561	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=2e-05;mom=0.7	gfix_VNStims.py_270368874	727001672
0.6	0.0	1.384	5.0	1.3901484071902521	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.5	gfix_VNStims.py_298172323	727001672
0.35	1.0	8.7336	4.366902615604908	0.9754770175791543	dual_learn_rate=0.3;learn_rate_autoencoder=0.01;learn_rate_memory=5e-05;mom=0.7	gfix_VNStims.py_324011891	524811876
0.35	1.0	8.7016	4.352734154237919	1.0705249560231989	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.7	gfix_VNStims.py_419897234	712478284
0.45	1.0	8.7962	4.398288119179203	1.7105207082115377	dual_learn_rate=0.2;learn_rate_autoencoder=0.2;learn_rate_memory=2e-05;mom=0.3	gfix_VNStims.py_451158133	709961927
0.3	0.25	2.3393	4.3438520703040595	0.1081541490336807	dual_learn_rate=0.1;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.3	ugfix_VNStims.py_61619527	709961927
0.7	0.5	7.119	4.639909014879046	2.4485967067714043	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.3	gfix_VNStims.py_676800809	727001672
0.45	0.25	3.1077	4.541725875558524	0.5450259999544997	dual_learn_rate=0.05;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.5	gfix_VNStims.py_752931174	647336050
0.7	0.0	1.9131	5.0	1.927378072956695	dual_learn_rate=0.3;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.9	gfix_VNStims.py_800633989	516252642
0.7	0.75	8.447	4.665329898468414	2.9204419128767807	dual_learn_rate=0.3;learn_rate_autoencoder=0.001;learn_rate_memory=1e-05;mom=0.0	gfix_VNStims.py_810151103	516252642
0.6	1.0	8.9754	4.483660589943006	2.324976975344176	dual_learn_rate=0.02;learn_rate_autoencoder=0.001;learn_rate_memory=5e-05;mom=0.3	ugfix_VNStims.py_81479101	516252642
0.5	1.0	8.9156	4.457484945704171	1.8055158669255966	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=1e-05;mom=0.0	gfix_VNStims.py_832829478	516252642
0.35	0.0	0.1533	5.0	0.15143145429727536	dual_learn_rate=0.05;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.9	gfix_VNStims.py_862445928	647336050
0.6	0.0	1.956	5.0	1.9687467595042565	dual_learn_rate=0.3;learn_rate_autoencoder=0.1;learn_rate_memory=1e-05;mom=0.3	gfix_VNStims.py_902179294	712478284
0.7	0.25	6.1731	4.866010209623518	2.477887268055089	dual_learn_rate=0.05;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.0	gfix_VNStims.py_902691596	709961927
0.7	0.25	5.8073	4.800150478081237	2.2772953260201305	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=5e-05;mom=0.0	gfix_VNStims.py_928361416	647336050
0.5	0.0	1.2524	5.0	1.2558564935160443	dual_learn_rate=0.3;learn_rate_autoencoder=0.01;learn_rate_memory=1e-05;mom=0.0	ix_VNStims_2.py_192101448	524811876
0.5	0.0	1.1446	5.0	1.1357151726513723	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=1e-05;mom=0.3	ix_VNStims_2.py_211328319	709961927
0.5	0.0	0.8722	5.0	0.8596252365981856	dual_learn_rate=0.02;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.3	ix_VNStims_2.py_215238992	524811876
0.5	0.0	0.5536	5.0	0.5490451861747636	dual_learn_rate=0.02;learn_rate_autoencoder=0.001;learn_rate_memory=5e-05;mom=0.3	ix_VNStims_2.py_282069447	647336050
0.5	0.0	0.6665	5.0	0.6679670614230865	dual_learn_rate=0.05;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.0	ix_VNStims_2.py_297172249	524811876
0.5	0.0	0.8492	5.0	0.846213343668714	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=1e-05;mom=0.7	fix_VNStims_2.py_37321086	727001672
0.5	0.0	1.219	5.0	1.2130448175958297	dual_learn_rate=0.2;learn_rate_autoencoder=0.2;learn_rate_memory=1e-05;mom=0.0	fix_VNStims_2.py_43860175	516252642
0.5	0.0	0.3733	5.0	0.38364084516429103	dual_learn_rate=0.2;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.3	fix_VNStims_2.py_43914277	709961927
0.5	0.0	0.7174	5.0	0.7029782094732469	dual_learn_rate=0.3;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.5	ix_VNStims_2.py_470378704	709961927
0.5	0.0	1.021	5.0	1.0500406404450613	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.0	ix_VNStims_2.py_489620491	516252642
0.5	0.0	0.857	5.0	0.8643475319926209	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=1e-05;mom=0.7	ix_VNStims_2.py_493309730	727001672
0.5	0.0	0.3575	5.0	0.37385739031797527	dual_learn_rate=0.2;learn_rate_autoencoder=0.01;learn_rate_memory=5e-05;mom=0.7	ix_VNStims_2.py_524355447	516252642
0.5	0.0	0.6283	5.0	0.6172525883108246	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.0	ix_VNStims_2.py_577120941	524811876
0.5	0.0	1.2538	5.0	1.2737728166597007	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=1e-05;mom=0.0	fix_VNStims_2.py_60819321	712478284
0.5	0.0	0.3654	5.0	0.3792769708257817	dual_learn_rate=0.2;learn_rate_autoencoder=0.01;learn_rate_memory=5e-05;mom=0.7	ix_VNStims_2.py_611206001	647336050
0.5	0.0	0.4594	5.0	0.45858745753735064	dual_learn_rate=0.05;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.5	ix_VNStims_2.py_671022521	647336050
0.5	0.0	0.4821	5.0	0.4831229811879973	dual_learn_rate=0.05;learn_rate_autoencoder=0.01;learn_rate_memory=1e-05;mom=0.9	ix_VNStims_2.py_704910749	647336050
0.5	0.0	0.7292	5.0	0.7294283561482988	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.5	ix_VNStims_2.py_719494801	712478284
0.5	0.0	0.7841	5.0	0.7828508066724488	dual_learn_rate=0.01;learn_rate_autoencoder=0.001;learn_rate_memory=2e-05;mom=0.5	ix_VNStims_2.py_757374251	516252642
0.5	0.0	0.3521	5.0	0.3466378301211585	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.9	ix_VNStims_2.py_791493918	709961927
0.5	0.0	0.599	5.0	0.5980649211265775	dual_learn_rate=0.01;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.9	ix_VNStims_2.py_865633896	709961927
0.5	0.0	0.6662	5.0	0.6685312655046136	dual_learn_rate=0.01;learn_rate_autoencoder=0.2;learn_rate_memory=2e-05;mom=0.5	fix_VNStims_3.py_12569588	647336050
0.5	0.0	0.3778	5.0	0.36312135269102974	dual_learn_rate=0.2;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.9	ix_VNStims_3.py_144288139	524811876
