RowNames	"(Intercept)"	"HasRC.C"	"compatible.C"	"True_Minus_False.C"	"HasRC.C:compatible.C"	"HasRC.C:True_Minus_False.C"	"item"
"actor_star"	7.77663226103201	-0.22672012578615	0.0724753574380715	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"actor_star"
"bookseller_thief"	11.5596606756657	-0.22672012578615	0.502184470520606	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"bookseller_thief"
"bureaucrat_guard"	12.9089649073074	-0.22672012578615	-3.4259099714662	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"bureaucrat_guard"
"carpenter_craftsman"	4.27054021521346	-0.22672012578615	1.46834200538477	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"carpenter_craftsman"
"ceo_employee"	3.85244369931759	-0.22672012578615	0.836379577130371	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"ceo_employee"
"child_medic"	13.5188519409028	-0.22672012578615	1.16864632330476	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"child_medic"
"clerk_customer"	9.12154530449945	-0.22672012578615	0.597130008615434	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"clerk_customer"
"commander_president"	13.5726937468739	-0.22672012578615	-1.53265846020582	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"commander_president"
"consultant_artist"	11.844460105928	-0.22672012578615	0.419336827471178	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"consultant_artist"
"cousin_bror"	13.7667183332951	-0.22672012578615	0.926866435080986	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"cousin_bror"
"criminal_officer"	4.31956267437825	-0.22672012578615	2.16093472814152	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"criminal_officer"
"daughter_sister"	8.92491753682963	-0.22672012578615	-0.41681412424371	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"daughter_sister"
"driver_tourist"	8.00012607958974	-0.22672012578615	0.145547301984239	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"driver_tourist"
"entrepreneur_philanthropist"	8.63876000922249	-0.22672012578615	0.402499314445208	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"entrepreneur_philanthropist"
"extremist_agent"	4.60369294277644	-0.22672012578615	-0.386280896453182	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"extremist_agent"
"lifeguard_swimmer"	10.9017406292006	-0.22672012578615	-2.01319346128648	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"lifeguard_swimmer"
"mobster_media"	8.50134625154135	-0.22672012578615	0.986747828357814	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"mobster_media"
"musician_far"	12.0012241711754	-0.22672012578615	-0.239341716274634	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"musician_far"
"neighbor_woman"	3.48863226212483	-0.22672012578615	0.885772809974725	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"neighbor_woman"
"pharmacist_stranger"	11.4623680832117	-0.22672012578615	1.1024818667595	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"pharmacist_stranger"
"politician_banker"	8.73097852592823	-0.22672012578615	-1.1843735868287	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"politician_banker"
"preacher_parishioners"	10.9742260098727	-0.22672012578615	-0.350911868844517	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"preacher_parishioners"
"principal_teacher"	4.26092117321655	-0.22672012578615	0.440273423535904	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"principal_teacher"
"runner_psychiatrist"	2.96546075002345	-0.22672012578615	0.505868881134532	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"runner_psychiatrist"
"scientist_mayor"	3.84815513205109	-0.22672012578615	0.625585314243159	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"scientist_mayor"
"sculptor_painter"	4.99645878142205	-0.22672012578615	-0.817454235464734	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"sculptor_painter"
"senator_diplomat"	8.00332271465981	-0.22672012578615	-1.08938430821528	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"senator_diplomat"
"student_bully"	13.5975088184635	-0.22672012578615	1.58864532152926	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"student_bully"
"student_professor"	9.06315164497074	-0.22672012578615	-0.250818193494912	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"student_professor"
"surgeon_patient"	5.38572709646152	-0.22672012578615	2.6367923942245	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"surgeon_patient"
"tenant_foreman"	10.7984846181739	-0.22672012578615	-0.554939578853631	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"tenant_foreman"
"trader_businessman"	4.07164371952941	-0.22672012578615	1.11924027256629	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"trader_businessman"
"trickster_woman"	15.6858285949411	-0.22672012578615	2.48528337814161	-0.00120581205505904	-0.214995077932733	-0.0411377930389262	"trickster_woman"
