-------------------
0.0 0.3
0.07	5.0	0.14	1e-05	0.2	0.0	0.9	313423478
0.05	5.0	0.1	2e-05	0.1	0.0	0.7	535360738
0.05	5.0	0.1	2e-05	0.001	0.0	0.7	22953651
0.05	5.0	0.09	5e-05	0.001	0.0	0.5	775451423
0.05	5.0	0.09	5e-05	0.001	0.0	0.9	874411415
0.04	5.0	0.08	5e-05	0.001	0.0	0.5	724469438
0.04	5.0	0.07	1e-05	0.1	0.0	0.9	517785750
0.03	5.0	0.07	5e-05	0.001	0.0	0.7	169538906
0.03	5.0	0.06	0.0001	0.1	0.0	0.5	908049000
0.02	5.0	0.05	0.0001	0.01	0.0	0.5	931879141
0.02	5.0	0.03	0.0001	0.1	0.0	0.7	312646524
0.02	5.0	0.03	5e-05	0.001	0.0	0.9	174187200
0.01	5.0	0.02	0.0001	0.001	0.0	0.9	75003681
0.01	5.0	0.02	0.0001	0.01	0.0	0.9	637269688
-------------------
0.0 0.35
0.22	5.0	0.44	2e-05	0.01	0.0	0.3	873465887
0.08	5.0	0.15	5e-05	0.2	0.0	0.9	862445928
0.08	5.0	0.15	2e-05	0.1	0.0	0.7	691231461
0.07	5.0	0.15	2e-05	0.1	0.0	0.7	989687853
0.07	5.0	0.15	2e-05	0.1	0.0	0.7	820795588
0.04	5.0	0.08	0.0001	0.1	0.0	0.7	243129450
0.04	5.0	0.07	0.0001	0.2	0.0	0.7	379975852
0.04	5.0	0.07	0.0001	0.01	0.0	0.5	161750559
0.03	5.0	0.07	0.0001	0.1	0.0	0.7	895996275
0.03	5.0	0.06	0.0001	0.001	0.0	0.9	481746942
0.03	5.0	0.06	5e-05	0.1	0.0	0.9	541437462
-------------------
0.0 0.4
0.33	5.0	0.65	2e-06	0.2	0.0	0.9	355388050
0.19	5.0	0.36	2e-05	0.01	0.0	0.5	95795388
0.18	5.0	0.35	2e-05	0.2	0.0	0.5	837684779
0.12	5.0	0.25	2e-05	0.1	0.0	0.7	383055063
0.11	5.0	0.23	2e-05	0.01	0.0	0.7	961536309
0.1	5.0	0.21	2e-05	0.01	0.0	0.7	708115795
0.09	5.0	0.17	5e-05	0.1	0.0	0.5	406702640
0.09	5.0	0.18	1e-05	0.1	0.0	0.9	479686390
0.08	5.0	0.16	5e-05	0.001	0.0	0.7	308939022
0.08	5.0	0.16	5e-05	0.001	0.0	0.7	366596346
0.07	5.0	0.15	5e-05	0.001	0.0	0.7	191511088
0.07	5.0	0.14	2e-05	0.2	0.0	0.9	266140797
0.07	5.0	0.15	5e-05	0.1	0.0	0.7	3836496
0.07	5.0	0.13	2e-05	0.2	0.0	0.9	767406753
0.07	5.0	0.14	5e-05	0.1	0.0	0.7	856652521
0.07	5.0	0.14	0.0001	0.1	0.0	0.5	926355766
0.06	5.0	0.13	0.0001	0.001	0.0	0.5	931557119
0.06	5.0	0.13	0.0001	0.01	0.0	0.9	593515190
0.06	5.0	0.12	0.0001	0.001	0.0	0.7	153209809
0.06	5.0	0.12	0.0001	0.01	0.0	0.5	700680785
0.06	5.0	0.12	0.0001	0.1	0.0	0.7	860320327
0.06	5.0	0.12	0.0001	0.2	0.0	0.7	873343807
0.06	5.0	0.11	0.0001	0.1	0.0	0.7	316305026
0.06	5.0	0.11	0.0001	0.1	0.0	0.7	141224815
0.06	5.0	0.11	0.0001	0.2	0.0	0.9	386111529
0.05	5.0	0.11	0.0001	0.01	0.0	0.7	126537942
0.05	5.0	0.1	0.0001	0.01	0.0	0.7	816395421
0.05	5.0	0.1	0.0001	0.001	0.0	0.9	444273729
0.05	5.0	0.09	0.0001	0.01	0.0	0.9	829662493
0.04	5.0	0.09	0.0001	0.01	0.0	0.9	562317524
-------------------
0.0 0.45
0.27	5.0	0.54	2e-05	0.001	0.0	0.5	114937734
0.26	5.0	0.53	2e-05	0.01	0.0	0.5	368618867
0.24	5.0	0.48	2e-05	0.2	0.0	0.5	786202606
0.24	5.0	0.49	2e-05	0.01	0.0	0.5	624548152
0.24	5.0	0.47	2e-05	0.1	0.0	0.5	198947364
0.2	5.0	0.4	5e-05	0.001	0.0	0.5	741836891
0.19	5.0	0.39	5e-05	0.1	0.0	0.7	197721402
0.18	5.0	0.36	2e-05	0.1	0.0	0.7	264519925
0.18	5.0	0.36	2e-05	0.01	0.0	0.7	936254366
0.17	5.0	0.34	2e-05	0.1	0.0	0.7	62986154
0.16	5.0	0.32	0.0001	0.1	0.0	0.7	143047993
0.16	5.0	0.32	2e-05	0.1	0.0	0.7	945677838
0.15	5.0	0.3	0.0001	0.1	0.0	0.7	758711252
0.14	5.0	0.29	5e-05	0.01	0.0	0.9	79010925
0.14	5.0	0.28	5e-05	0.2	0.0	0.5	179088476
0.14	5.0	0.28	5e-05	0.2	0.0	0.5	620912032
0.12	5.0	0.24	0.0001	0.2	0.0	0.7	978406179
0.12	5.0	0.25	5e-05	0.2	0.0	0.7	187607570
0.12	5.0	0.23	5e-05	0.2	0.0	0.7	750651178
0.11	5.0	0.23	5e-05	0.001	0.0	0.7	758540004
0.11	5.0	0.22	5e-05	0.1	0.0	0.7	99767452
0.11	5.0	0.22	0.0001	0.1	0.0	0.5	944962669
0.11	5.0	0.21	0.0001	0.2	0.0	0.7	828394122
0.11	5.0	0.21	0.0001	0.2	0.0	0.7	391377654
0.11	5.0	0.21	0.0001	0.01	0.0	0.5	984369001
0.11	5.0	0.22	5e-05	0.1	0.0	0.7	184422989
0.11	5.0	0.2	0.0001	0.001	0.0	0.5	964740578
0.11	5.0	0.21	0.0001	0.2	0.0	0.7	629317375
0.1	5.0	0.21	0.0001	0.2	0.0	0.9	292078216
0.1	5.0	0.2	0.0001	0.01	0.0	0.5	124797514
0.1	5.0	0.19	5e-05	0.2	0.0	0.9	81146725
0.1	5.0	0.19	0.0001	0.001	0.0	0.9	920224740
0.09	5.0	0.19	0.0001	0.1	0.0	0.7	612144349
0.09	5.0	0.19	0.0001	0.2	0.0	0.9	996159880
0.09	5.0	0.19	0.0001	0.1	0.0	0.7	366729567
0.09	5.0	0.19	0.0001	0.01	0.0	0.7	241812765
-------------------
0.0 0.5
0.69	5.0	1.39	1e-05	0.2	0.0	0.3	593945835
0.67	5.0	1.32	2e-06	0.001	0.0	0.7	105406526
0.64	5.0	1.31	2e-06	0.1	0.0	0.7	522047799
0.63	5.0	1.25	1e-05	0.01	0.0	0.0	554990235
0.63	5.0	1.27	1e-05	0.001	0.0	0.0	60819321
0.63	5.0	1.26	1e-05	0.01	0.0	0.0	192101448
0.62	5.0	1.22	2e-05	0.01	0.0	0.0	320288919
0.61	5.0	1.21	1e-05	0.2	0.0	0.0	43860175
0.57	5.0	1.14	1e-05	0.001	0.0	0.3	211328319
0.56	5.0	1.13	1e-05	0.1	0.0	0.3	424358207
0.55	5.0	1.12	1e-05	0.1	0.0	0.3	802771321
0.55	5.0	1.16	1e-05	0.2	0.0	0.5	39176274
0.51	5.0	1.05	2e-05	0.1	0.0	0.0	489620491
0.51	5.0	1.01	1e-05	0.001	0.0	0.5	622111702
0.5	5.0	1.01	1e-05	0.2	0.0	0.5	552320178
0.44	5.0	0.87	1e-05	0.2	0.0	0.7	70625660
0.44	5.0	0.86	2e-05	0.1	0.0	0.3	215238992
0.43	5.0	0.86	1e-05	0.1	0.0	0.7	493309730
0.42	5.0	0.85	1e-05	0.1	0.0	0.7	37321086
0.41	5.0	0.81	5e-05	0.01	0.0	0.0	82926291
0.41	5.0	0.81	2e-05	0.2	0.0	0.3	659702107
0.4	5.0	0.79	1e-05	0.01	0.0	0.7	611698643
0.4	5.0	0.78	2e-05	0.001	0.0	0.5	673816541
0.39	5.0	0.78	2e-05	0.001	0.0	0.5	757374251
0.39	5.0	0.77	2e-05	0.001	0.0	0.5	555349745
0.39	5.0	0.75	2e-05	0.1	0.0	0.5	443335026
0.36	5.0	0.73	2e-05	0.1	0.0	0.5	719494801
0.36	5.0	0.71	2e-05	0.01	0.0	0.5	644890575
0.36	5.0	0.7	2e-05	0.01	0.0	0.5	470378704
0.35	5.0	0.71	2e-05	0.1	0.0	0.5	486135327
0.35	5.0	0.7	2e-05	0.01	0.0	0.5	53616300
0.33	5.0	0.67	5e-05	0.2	0.0	0.0	297172249
0.33	5.0	0.67	2e-05	0.2	0.0	0.5	12569588
0.33	5.0	0.68	0.0001	0.2	0.0	0.9	258475083
0.32	5.0	0.66	5e-05	0.001	0.0	0.0	603271773
0.31	5.0	0.62	5e-05	0.2	0.0	0.0	577120941
0.31	5.0	0.61	2e-05	0.2	0.0	0.7	467611038
0.3	5.0	0.59	2e-05	0.001	0.0	0.7	458512251
0.3	5.0	0.61	5e-05	0.01	0.0	0.0	497546406
0.3	5.0	0.6	2e-05	0.1	0.0	0.9	865633896
0.3	5.0	0.6	0.0001	0.01	0.0	0.7	766354657
0.29	5.0	0.58	2e-05	0.1	0.0	0.7	348251345
0.29	5.0	0.58	2e-05	0.001	0.0	0.7	739714029
